customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure_bins,monthly_charges_bins
2826-UWHIS,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0,"(43.2, 50.4]","(78.55, 88.6]"
8049-WJCLQ,Male,No,Yes,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,0,"(7.2, 14.4]","(58.45, 68.5]"
2668-TZSPS,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
3082-YVEKW,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0,"(21.6, 28.8]","(68.5, 78.55]"
6725-TPKJO,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(43.2, 50.4]","(18.148999999999997, 28.3]"
2830-LEWOA,Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),0,"(57.6, 64.8]","(98.65, 108.7]"
0396-UKGAI,Male,No,No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0,"(21.6, 28.8]","(48.4, 58.45]"
8919-FYFQZ,Male,Yes,Yes,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(43.2, 50.4]","(28.3, 38.35]"
8676-OOQEJ,Male,No,No,No,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,0,"(-0.073, 7.2]","(28.3, 38.35]"
2040-LDIWQ,Male,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
5138-WVKYJ,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1,"(7.2, 14.4]","(88.6, 98.65]"
2091-MJTFX,Female,No,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),1,"(28.8, 36.0]","(48.4, 58.45]"
7587-AOVVU,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,0,"(21.6, 28.8]","(98.65, 108.7]"
2882-WDTBA,Male,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(68.5, 78.55]"
4818-QIUFN,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(14.4, 21.6]","(78.55, 88.6]"
9591-YVTEB,Male,Yes,No,No,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,"(50.4, 57.6]","(38.35, 48.4]"
9944-AEXBM,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0,"(28.8, 36.0]","(78.55, 88.6]"
5859-HZYLF,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0,"(21.6, 28.8]","(18.148999999999997, 28.3]"
1251-STYSZ,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,"(-0.073, 7.2]","(78.55, 88.6]"
8651-ENBZX,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1,"(57.6, 64.8]","(98.65, 108.7]"
6925-BAYGL,Female,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(50.4, 57.6]","(18.148999999999997, 28.3]"
7531-GQHME,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
6087-MVHJH,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,"(14.4, 21.6]","(78.55, 88.6]"
0620-DLSLK,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,0,"(7.2, 14.4]","(78.55, 88.6]"
8046-DNVTL,Male,No,Yes,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),0,"(57.6, 64.8]","(38.35, 48.4]"
6322-PJJDJ,Male,No,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,0,"(43.2, 50.4]","(88.6, 98.65]"
4098-NAUKP,Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0,"(64.8, 72.0]","(78.55, 88.6]"
0042-RLHYP,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
0617-AQNWT,Female,No,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,1,"(57.6, 64.8]","(38.35, 48.4]"
1415-YFWLT,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(88.6, 98.65]"
4897-QSUYC,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
5453-AXEPF,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,"(14.4, 21.6]","(78.55, 88.6]"
6898-RBTLU,Female,No,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,"(43.2, 50.4]","(78.55, 88.6]"
4102-HLENU,Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,0,"(64.8, 72.0]","(58.45, 68.5]"
7416-CKTEP,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0,"(50.4, 57.6]","(18.148999999999997, 28.3]"
6614-FHDBO,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
9398-MMQTO,Male,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),0,"(-0.073, 7.2]","(68.5, 78.55]"
7957-RYHQD,Female,Yes,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,"(36.0, 43.2]","(78.55, 88.6]"
2000-MPKCA,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,"(57.6, 64.8]","(98.65, 108.7]"
9778-OGKQZ,Male,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(88.6, 98.65]"
0347-UBKUZ,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
7439-DKZTW,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,"(-0.073, 7.2]","(78.55, 88.6]"
4908-XAXAY,Female,Yes,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),0,"(43.2, 50.4]","(88.6, 98.65]"
5213-TWWJU,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,0,"(21.6, 28.8]","(88.6, 98.65]"
1069-XAIEM,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(78.55, 88.6]"
3316-UWXUY,Male,No,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0,"(43.2, 50.4]","(88.6, 98.65]"
9763-GRSKD,Male,No,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,"(7.2, 14.4]","(48.4, 58.45]"
4332-MUOEZ,Male,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0,"(14.4, 21.6]","(88.6, 98.65]"
0898-XCGTF,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0,"(57.6, 64.8]","(88.6, 98.65]"
2346-CZYIL,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(21.6, 28.8]","(18.148999999999997, 28.3]"
6603-QWSPR,Female,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(43.2, 50.4]","(98.65, 108.7]"
0481-SUMCB,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0,"(43.2, 50.4]","(98.65, 108.7]"
3275-RHRNE,Male,No,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0,"(21.6, 28.8]","(58.45, 68.5]"
5914-XRFQB,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
4121-AGSIN,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0,"(57.6, 64.8]","(18.148999999999997, 28.3]"
7799-DSEWS,Male,No,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,0,"(14.4, 21.6]","(58.45, 68.5]"
5233-AOZUF,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,"(28.8, 36.0]","(68.5, 78.55]"
4671-VJLCL,Female,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0,"(57.6, 64.8]","(78.55, 88.6]"
6408-WHTEF,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,0,"(64.8, 72.0]","(88.6, 98.65]"
2055-PDADH,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
7690-KPNCU,Male,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0,"(57.6, 64.8]","(68.5, 78.55]"
3090-LETTY,Male,No,No,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0,"(-0.073, 7.2]","(58.45, 68.5]"
2656-FMOKZ,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,"(14.4, 21.6]","(68.5, 78.55]"
5286-YHCVC,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(98.65, 108.7]"
1905-OEILC,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
6689-VRRTK,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0,"(43.2, 50.4]","(108.7, 118.75]"
8076-FEZKJ,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
6778-YSNIH,Female,No,No,No,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,"(-0.073, 7.2]","(58.45, 68.5]"
8974-OVACP,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
6035-BXTTY,Female,Yes,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),0,"(28.8, 36.0]","(48.4, 58.45]"
7047-FWEYA,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,0,"(43.2, 50.4]","(98.65, 108.7]"
5808-TOTXO,Female,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
3320-VEOYC,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(7.2, 14.4]","(88.6, 98.65]"
1357-MVDOZ,Male,No,Yes,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0,"(7.2, 14.4]","(58.45, 68.5]"
8705-WZCYL,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,"(-0.073, 7.2]","(38.35, 48.4]"
1596-BBVTG,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1,"(28.8, 36.0]","(68.5, 78.55]"
3410-YOQBQ,Female,No,No,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0,"(28.8, 36.0]","(78.55, 88.6]"
1099-GODLO,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
6651-RLGGM,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
0975-VOOVL,Female,No,No,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(28.3, 38.35]"
3804-RVTGV,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,"(43.2, 50.4]","(98.65, 108.7]"
9695-IDRZR,Female,No,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(28.8, 36.0]","(108.7, 118.75]"
6621-YOBKI,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
0071-NDAFP,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(21.6, 28.8]","(18.148999999999997, 28.3]"
7654-YWJUF,Male,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),0,"(36.0, 43.2]","(78.55, 88.6]"
2664-XJZNO,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(98.65, 108.7]"
6715-OFDBP,Male,No,No,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
7161-DFHUF,Female,No,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
0730-BGQGF,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(88.6, 98.65]"
6827-IEAUQ,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,0,"(21.6, 28.8]","(58.45, 68.5]"
5590-YRFJT,Female,No,Yes,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(14.4, 21.6]","(18.148999999999997, 28.3]"
7895-VONWT,Female,No,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(21.6, 28.8]","(38.35, 48.4]"
5440-FLBQG,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1,"(64.8, 72.0]","(98.65, 108.7]"
1089-HDMKP,Male,Yes,No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,0,"(7.2, 14.4]","(48.4, 58.45]"
7638-QVMVY,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(78.55, 88.6]"
7492-TAFJD,Male,No,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,0,"(-0.073, 7.2]","(38.35, 48.4]"
9391-DXGGG,Female,Yes,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),0,"(43.2, 50.4]","(88.6, 98.65]"
2332-TODQS,Female,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,"(43.2, 50.4]","(18.148999999999997, 28.3]"
8773-HHUOZ,Female,No,No,Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,1,"(14.4, 21.6]","(58.45, 68.5]"
0730-KOAVE,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0,"(28.8, 36.0]","(88.6, 98.65]"
9000-PLFUZ,Female,Yes,Yes,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(57.6, 64.8]","(48.4, 58.45]"
1725-MIMXW,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
1216-BGTSP,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0,"(43.2, 50.4]","(98.65, 108.7]"
2545-LXYVJ,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
6152-ONASV,Female,No,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(48.4, 58.45]"
2710-WYVXG,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,0,"(-0.073, 7.2]","(68.5, 78.55]"
4513-CXYIX,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
7579-OOPEC,Female,Yes,Yes,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),1,"(-0.073, 7.2]","(48.4, 58.45]"
4018-PPNDW,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,"(57.6, 64.8]","(18.148999999999997, 28.3]"
2805-AUFQN,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(21.6, 28.8]","(18.148999999999997, 28.3]"
1051-GEJLJ,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
0743-HNPFG,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),0,"(50.4, 57.6]","(68.5, 78.55]"
8779-YIQQA,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
1696-HXOWK,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,0,"(64.8, 72.0]","(88.6, 98.65]"
9469-WEJBT,Male,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,0,"(36.0, 43.2]","(88.6, 98.65]"
2282-YGNOR,Female,No,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),0,"(28.8, 36.0]","(48.4, 58.45]"
4826-TZEVA,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),0,"(36.0, 43.2]","(68.5, 78.55]"
7396-VJUZB,Male,No,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(38.35, 48.4]"
3794-NFNCH,Male,No,Yes,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0,"(28.8, 36.0]","(48.4, 58.45]"
7632-YUTXB,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(21.6, 28.8]","(18.148999999999997, 28.3]"
5186-PEIZU,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
1573-LGXBA,Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0,"(50.4, 57.6]","(88.6, 98.65]"
7426-WEIJX,Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,"(57.6, 64.8]","(78.55, 88.6]"
4936-YPJNK,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
4824-GUCBY,Female,Yes,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,0,"(21.6, 28.8]","(78.55, 88.6]"
6729-FZWSY,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
4929-ROART,Male,No,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,0,"(14.4, 21.6]","(48.4, 58.45]"
9504-YAZWB,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(50.4, 57.6]","(18.148999999999997, 28.3]"
7109-CQYUZ,Male,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,0,"(50.4, 57.6]","(88.6, 98.65]"
4522-AKYLR,Female,Yes,No,No,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0,"(7.2, 14.4]","(48.4, 58.45]"
2673-ZALNP,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
6537-QLGEX,Female,No,No,No,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,"(14.4, 21.6]","(38.35, 48.4]"
2034-CGRHZ,Male,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1,"(21.6, 28.8]","(98.65, 108.7]"
6633-MPWBS,Male,No,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(48.4, 58.45]"
6994-KERXL,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,"(-0.073, 7.2]","(48.4, 58.45]"
6425-JWTDV,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(43.2, 50.4]","(18.148999999999997, 28.3]"
1872-EBWSC,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
4111-BNXIF,Female,No,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0,"(64.8, 72.0]","(58.45, 68.5]"
2346-LOCWC,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(57.6, 64.8]","(18.148999999999997, 28.3]"
7167-PCEYD,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
2446-BEGGB,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(88.6, 98.65]"
5701-GUXDC,Female,No,Yes,No,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),0,"(21.6, 28.8]","(28.3, 38.35]"
3200-MNQTF,Male,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(68.5, 78.55]"
5787-KXGIY,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
