gender,Partner,Contract,DeviceProtection,OnlineBackup,StreamingMovies,InternetService,TechSupport,tenure_bins,StreamingTV,PaymentMethod,PaperlessBilling,monthly_charges_bins,OnlineSecurity,PhoneService,MultipleLines,SeniorCitizen,Dependents,customerID,Churn
Male,No,Month-to-month,No,Yes,No,Fiber optic,No,"(14.4, 21.6]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,Yes,No,2588-JCUZZ,0
Female,No,Month-to-month,No,Yes,No,Fiber optic,Yes,"(-0.073, 7.2]",No,Electronic check,Yes,"(78.55, 88.6]",Yes,Yes,No,No,No,9044-ESTHT,0
Female,No,Month-to-month,Yes,No,No,DSL,No,"(14.4, 21.6]",No,Mailed check,Yes,"(48.4, 58.45]",No,Yes,Yes,No,No,4018-ADKWK,0
Female,Yes,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(36.0, 43.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,8067-EDEYY,0
Male,No,One year,No,Yes,Yes,Fiber optic,No,"(28.8, 36.0]",Yes,Electronic check,Yes,"(98.65, 108.7]",Yes,Yes,Yes,No,Yes,6688-NWYPR,0
Male,No,Month-to-month,No,No,Yes,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(78.55, 88.6]",No,Yes,No,No,No,6084-LOOFW,0
Female,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Mailed check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,7437-RLUEB,0
Male,No,Two year,No,No,No,DSL,Yes,"(21.6, 28.8]",No,Mailed check,No,"(28.3, 38.35]",Yes,No,No phone service,No,Yes,7926-CAHZE,0
Female,Yes,Two year,Yes,Yes,Yes,DSL,Yes,"(64.8, 72.0]",No,Bank transfer (automatic),Yes,"(78.55, 88.6]",Yes,Yes,Yes,No,Yes,4329-LDDFI,0
Male,No,Month-to-month,No,Yes,No,DSL,Yes,"(21.6, 28.8]",No,Electronic check,No,"(48.4, 58.45]",No,Yes,No,No,Yes,6021-ICKRK,0
Male,No,Month-to-month,No,No,Yes,Fiber optic,No,"(-0.073, 7.2]",Yes,Mailed check,No,"(88.6, 98.65]",No,Yes,No,No,No,4845-FHSKG,0
Female,Yes,Month-to-month,No,No,Yes,Fiber optic,No,"(7.2, 14.4]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,Yes,Yes,7268-HIMDQ,0
Male,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,No,"(68.5, 78.55]",No,Yes,No,Yes,No,9984-KYKLF,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,Yes,No,1172-NBMOE,0
Male,Yes,Two year,No,Yes,No,DSL,Yes,"(64.8, 72.0]",Yes,Credit card (automatic),No,"(68.5, 78.55]",Yes,Yes,Yes,No,No,1259-IUBQX,0
Female,Yes,Month-to-month,Yes,No,No,Fiber optic,No,"(-0.073, 7.2]",Yes,Electronic check,Yes,"(78.55, 88.6]",No,Yes,No,No,No,1541-QDORK,0
Male,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,4283-WUMDY,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,No,"(68.5, 78.55]",No,Yes,Yes,No,No,8071-HTJRH,0
Female,Yes,One year,No,No,Yes,DSL,No,"(64.8, 72.0]",No,Bank transfer (automatic),No,"(58.45, 68.5]",Yes,Yes,Yes,No,Yes,1922-UQDLS,0
Male,Yes,Month-to-month,No,No,Yes,Fiber optic,No,"(21.6, 28.8]",Yes,Bank transfer (automatic),Yes,"(88.6, 98.65]",No,Yes,No,Yes,No,6475-VYMUG,0
Female,No,One year,No,Yes,No,DSL,Yes,"(7.2, 14.4]",No,Mailed check,No,"(38.35, 48.4]",Yes,No,No phone service,No,Yes,3851-EGIRY,0
Male,No,One year,No,Yes,Yes,Fiber optic,No,"(50.4, 57.6]",Yes,Mailed check,Yes,"(98.65, 108.7]",Yes,Yes,No,No,No,2531-SVAYQ,0
Male,No,One year,Yes,Yes,Yes,Fiber optic,No,"(43.2, 50.4]",Yes,Credit card (automatic),Yes,"(108.7, 118.75]",Yes,Yes,Yes,No,Yes,3706-KXPLL,0
Female,Yes,One year,Yes,Yes,Yes,Fiber optic,No,"(57.6, 64.8]",No,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,No,Yes,3181-PAMCF,0
Female,Yes,One year,Yes,No,No,DSL,Yes,"(57.6, 64.8]",No,Bank transfer (automatic),No,"(48.4, 58.45]",No,Yes,Yes,No,No,1584-FYHGH,0
Male,Yes,Month-to-month,No,Yes,No,Fiber optic,Yes,"(28.8, 36.0]",No,Bank transfer (automatic),Yes,"(78.55, 88.6]",No,Yes,Yes,No,Yes,0504-OVJNR,0
Female,No,Two year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Bank transfer (automatic),Yes,"(108.7, 118.75]",No,Yes,Yes,No,No,2284-OQYNG,0
Male,No,Month-to-month,Yes,No,Yes,Fiber optic,No,"(28.8, 36.0]",Yes,Electronic check,Yes,"(98.65, 108.7]",No,Yes,Yes,Yes,No,8378-CIQII,0
Male,Yes,Month-to-month,No,No,No,Fiber optic,No,"(7.2, 14.4]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,No,No,2187-HKNNR,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(14.4, 21.6]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,No,No,7640-EBBYG,0
Female,Yes,Two year,Yes,Yes,No,DSL,No,"(64.8, 72.0]",No,Mailed check,No,"(58.45, 68.5]",Yes,Yes,Yes,No,No,5813-VAPLQ,0
Female,No,Month-to-month,Yes,No,Yes,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(78.55, 88.6]",No,Yes,Yes,Yes,No,2452-WJFSE,0
Male,Yes,One year,Yes,No,Yes,Fiber optic,No,"(64.8, 72.0]",Yes,Credit card (automatic),Yes,"(88.6, 98.65]",No,Yes,Yes,No,No,5727-FEXBH,0
Female,Yes,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(14.4, 21.6]",No internet service,Electronic check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,7318-QQTOC,0
Male,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(68.5, 78.55]",Yes,Yes,No,No,No,4535-QHBPK,0
Male,Yes,Two year,Yes,Yes,No,DSL,No,"(50.4, 57.6]",No,Electronic check,No,"(58.45, 68.5]",Yes,Yes,No,No,No,4116-WNRFU,0
Male,Yes,One year,Yes,No,No,Fiber optic,Yes,"(36.0, 43.2]",No,Bank transfer (automatic),Yes,"(78.55, 88.6]",Yes,Yes,No,No,No,1605-XWVHR,0
Male,No,Month-to-month,No,No,No,DSL,No,"(14.4, 21.6]",No,Electronic check,No,"(48.4, 58.45]",Yes,Yes,No,No,No,0543-YKAIT,0
Female,Yes,Two year,No,Yes,No,DSL,Yes,"(43.2, 50.4]",Yes,Credit card (automatic),Yes,"(58.45, 68.5]",No,Yes,No,No,No,3291-RDLSC,0
Male,Yes,Month-to-month,Yes,Yes,No,Fiber optic,No,"(64.8, 72.0]",No,Electronic check,Yes,"(78.55, 88.6]",No,Yes,Yes,Yes,Yes,4923-QRSYV,0
Male,No,Month-to-month,No,No,No,Fiber optic,Yes,"(-0.073, 7.2]",No,Mailed check,Yes,"(68.5, 78.55]",No,Yes,No,No,No,9681-BCRJE,0
Female,No,One year,No,No,Yes,Fiber optic,Yes,"(28.8, 36.0]",Yes,Bank transfer (automatic),Yes,"(88.6, 98.65]",No,Yes,No,No,No,2291-LCKGM,0
Male,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Bank transfer (automatic),Yes,"(38.35, 48.4]",No,Yes,No,No,No,7002-FGGCJ,0
Female,No,Month-to-month,Yes,Yes,No,Fiber optic,No,"(36.0, 43.2]",No,Credit card (automatic),Yes,"(78.55, 88.6]",Yes,Yes,No,No,No,6408-IBNTN,0
Female,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,4085-ZHHKA,0
Female,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",Yes,Electronic check,Yes,"(28.3, 38.35]",No,No,No phone service,No,No,9844-JDJJM,0
Female,Yes,Two year,Yes,No,No,Fiber optic,No,"(50.4, 57.6]",No,Bank transfer (automatic),No,"(78.55, 88.6]",Yes,Yes,No,No,No,9953-GHLYN,0
Female,Yes,Two year,No,Yes,No,DSL,Yes,"(57.6, 64.8]",Yes,Bank transfer (automatic),No,"(48.4, 58.45]",Yes,No,No phone service,No,Yes,7225-ABQGA,0
Female,No,Month-to-month,No,No,Yes,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(78.55, 88.6]",No,Yes,No,No,No,5471-WWSMI,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(36.0, 43.2]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,Yes,Yes,No,7018-WDZVN,0
Male,No,Month-to-month,No,No,Yes,Fiber optic,No,"(7.2, 14.4]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,No,No,No,7177-ORKMR,0
Female,No,Two year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Bank transfer (automatic),Yes,"(108.7, 118.75]",No,Yes,Yes,No,No,9206-TCUEG,0
Male,No,Two year,Yes,Yes,Yes,Fiber optic,Yes,"(43.2, 50.4]",Yes,Electronic check,No,"(98.65, 108.7]",No,Yes,Yes,No,No,1509-NPKKN,0
Male,No,Month-to-month,No,Yes,No,DSL,No,"(14.4, 21.6]",No,Credit card (automatic),Yes,"(48.4, 58.45]",Yes,Yes,Yes,Yes,No,8280-FIXPC,0
Female,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Mailed check,Yes,"(18.148999999999997, 28.3]",No,No,No phone service,Yes,No,2943-OKEAR,0
Female,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(14.4, 21.6]",No internet service,Credit card (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,1412-KCICK,0
Male,Yes,One year,No,Yes,Yes,DSL,No,"(57.6, 64.8]",No,Bank transfer (automatic),No,"(58.45, 68.5]",No,Yes,Yes,Yes,No,0863-TRSBX,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(7.2, 14.4]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,Yes,Yes,No,8661-XNGWW,0
Female,No,Two year,Yes,Yes,Yes,Fiber optic,No,"(64.8, 72.0]",Yes,Mailed check,Yes,"(108.7, 118.75]",Yes,Yes,Yes,No,No,2915-MCFUZ,0
Female,No,One year,Yes,No,Yes,Fiber optic,Yes,"(28.8, 36.0]",Yes,Bank transfer (automatic),Yes,"(108.7, 118.75]",Yes,Yes,Yes,No,No,1606-LSPCG,0
Female,Yes,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,1457-JYHCT,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Credit card (automatic),No,"(68.5, 78.55]",No,Yes,Yes,No,No,4078-HTTDP,0
Male,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(50.4, 57.6]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,2324-CNLKS,0
Male,No,One year,No,No,Yes,Fiber optic,No,"(50.4, 57.6]",Yes,Credit card (automatic),No,"(88.6, 98.65]",Yes,Yes,No,Yes,Yes,7665-RSMDT,0
Male,Yes,One year,Yes,No,No,DSL,Yes,"(21.6, 28.8]",Yes,Mailed check,No,"(48.4, 58.45]",Yes,No,No phone service,No,Yes,4412-KSKYO,0
Female,No,Month-to-month,No,Yes,No,DSL,No,"(-0.073, 7.2]",No,Electronic check,No,"(48.4, 58.45]",Yes,Yes,No,No,No,6091-OHDBC,0
Female,No,One year,Yes,Yes,No,DSL,Yes,"(57.6, 64.8]",Yes,Bank transfer (automatic),No,"(78.55, 88.6]",Yes,Yes,Yes,Yes,No,9522-PTWRC,0
Female,No,Two year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Credit card (automatic),Yes,"(108.7, 118.75]",Yes,Yes,Yes,Yes,No,8087-KTZZM,0
Female,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(7.2, 14.4]",No internet service,Mailed check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,3064-NTGWQ,0
Male,No,Month-to-month,No,Yes,No,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,No,"(68.5, 78.55]",No,Yes,Yes,No,No,4835-MLBNG,0
Male,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(28.8, 36.0]",No internet service,Credit card (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,2992-AFIBA,0
Male,Yes,One year,Yes,No,Yes,DSL,Yes,"(21.6, 28.8]",Yes,Mailed check,Yes,"(78.55, 88.6]",No,Yes,Yes,No,Yes,5219-NXOSA,0
Male,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(36.0, 43.2]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,6000-BJSLL,0
Female,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Electronic check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,1374-XGEUO,0
Male,No,Month-to-month,No,Yes,No,Fiber optic,No,"(7.2, 14.4]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,Yes,No,1260-XYACG,0
Female,Yes,Month-to-month,Yes,No,Yes,Fiber optic,No,"(14.4, 21.6]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,No,No,No,1414-MOMAS,0
Female,Yes,One year,No,Yes,No,DSL,No,"(7.2, 14.4]",Yes,Electronic check,No,"(68.5, 78.55]",Yes,Yes,Yes,No,Yes,9200-BXVDW,0
Female,Yes,Month-to-month,Yes,No,Yes,Fiber optic,No,"(7.2, 14.4]",No,Electronic check,Yes,"(78.55, 88.6]",No,Yes,Yes,No,Yes,8257-SAMWF,0
Male,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(50.4, 57.6]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,0334-RBFOL,0
Male,Yes,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,No,Yes,0729-PXFTX,0
Male,No,Month-to-month,No,Yes,No,DSL,No,"(21.6, 28.8]",No,Mailed check,Yes,"(48.4, 58.45]",No,Yes,No,No,No,6383-NMHAF,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(14.4, 21.6]",No internet service,Credit card (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,1999-VWNUT,0
Male,No,Month-to-month,Yes,No,Yes,Fiber optic,No,"(14.4, 21.6]",No,Credit card (automatic),Yes,"(88.6, 98.65]",No,Yes,Yes,No,No,4301-BZEID,0
Female,Yes,Month-to-month,No,No,No,Fiber optic,Yes,"(-0.073, 7.2]",Yes,Mailed check,Yes,"(78.55, 88.6]",No,Yes,No,Yes,No,1864-LMILI,0
Male,Yes,One year,Yes,No,No,DSL,Yes,"(43.2, 50.4]",No,Electronic check,No,"(38.35, 48.4]",Yes,No,No phone service,No,Yes,2729-OYRMX,0
Male,No,Month-to-month,No,No,No,DSL,No,"(14.4, 21.6]",No,Electronic check,Yes,"(48.4, 58.45]",No,Yes,Yes,No,No,8704-BKKDO,0
Female,Yes,One year,Yes,No,Yes,Fiber optic,No,"(36.0, 43.2]",Yes,Bank transfer (automatic),No,"(98.65, 108.7]",Yes,Yes,Yes,No,No,2836-ZKWYW,0
Male,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(14.4, 21.6]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,5981-NCQVK,0
Female,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(14.4, 21.6]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,8615-EXMCY,0
Male,No,Month-to-month,No,No,No,Fiber optic,Yes,"(-0.073, 7.2]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,No,No,4071-PTFQJ,0
Female,No,Month-to-month,No,No,No,DSL,Yes,"(-0.073, 7.2]",No,Bank transfer (automatic),Yes,"(48.4, 58.45]",No,Yes,No,No,No,3695-GCEAG,0
Male,Yes,Two year,Yes,No,Yes,Fiber optic,No,"(64.8, 72.0]",Yes,Bank transfer (automatic),No,"(98.65, 108.7]",Yes,Yes,Yes,No,Yes,9217-MIJBW,0
Female,No,One year,Yes,Yes,Yes,Fiber optic,Yes,"(14.4, 21.6]",Yes,Mailed check,Yes,"(98.65, 108.7]",No,Yes,No,No,No,2613-DEDHK,0
Female,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Mailed check,No,"(38.35, 48.4]",No,Yes,No,No,No,2311-CQUJZ,0
Male,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(48.4, 58.45]",No,Yes,Yes,No,No,2540-DVOVQ,0
Female,No,One year,Yes,Yes,Yes,DSL,Yes,"(28.8, 36.0]",Yes,Bank transfer (automatic),No,"(78.55, 88.6]",Yes,Yes,No,No,No,3525-WPRJJ,0
Female,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(14.4, 21.6]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,8290-MCGYV,0
Male,Yes,Month-to-month,Yes,Yes,Yes,Fiber optic,No,"(57.6, 64.8]",Yes,Electronic check,Yes,"(98.65, 108.7]",No,Yes,Yes,No,No,1315-MXYEQ,0
Male,No,One year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Bank transfer (automatic),Yes,"(98.65, 108.7]",No,Yes,No,No,No,3995-CSBXU,0
Male,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,0535-AEFFD,0
Male,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(21.6, 28.8]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,2839-UFBHQ,0
Female,Yes,Month-to-month,No,No,No,Fiber optic,No,"(14.4, 21.6]",No,Electronic check,No,"(68.5, 78.55]",Yes,Yes,No,No,No,4900-ILTEO,0
Male,Yes,Month-to-month,Yes,Yes,No,DSL,No,"(-0.073, 7.2]",No,Mailed check,Yes,"(48.4, 58.45]",No,Yes,No,No,Yes,1411-RLFIG,0
Female,Yes,One year,No,No,No,Fiber optic,Yes,"(50.4, 57.6]",Yes,Mailed check,Yes,"(88.6, 98.65]",Yes,Yes,Yes,No,Yes,1000-VGBIC,0
Male,No,One year,No,Yes,No,Fiber optic,Yes,"(21.6, 28.8]",Yes,Bank transfer (automatic),Yes,"(88.6, 98.65]",No,Yes,No,No,No,5490-ILSZA,0
Female,Yes,Month-to-month,No,No,No,Fiber optic,Yes,"(14.4, 21.6]",Yes,Electronic check,No,"(88.6, 98.65]",Yes,Yes,No,No,Yes,2653-RUSXB,0
Female,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(36.0, 43.2]",No internet service,Credit card (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,4368-TJNVD,0
Female,Yes,One year,No,Yes,Yes,Fiber optic,No,"(64.8, 72.0]",No,Credit card (automatic),No,"(78.55, 88.6]",Yes,Yes,No,Yes,No,4682-SPECQ,0
Male,Yes,One year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Bank transfer (automatic),Yes,"(98.65, 108.7]",No,Yes,Yes,Yes,No,3543-LICUK,0
Female,Yes,One year,No,Yes,Yes,DSL,Yes,"(57.6, 64.8]",No,Bank transfer (automatic),Yes,"(48.4, 58.45]",Yes,No,No phone service,No,Yes,6882-HGZVT,0
Male,No,Month-to-month,No,No,No,Fiber optic,Yes,"(36.0, 43.2]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,No,No,2181-IJASG,0
Male,Yes,Month-to-month,Yes,Yes,No,Fiber optic,No,"(36.0, 43.2]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,No,Yes,3117-BWUIE,0
Female,Yes,Two year,Yes,No,Yes,Fiber optic,Yes,"(43.2, 50.4]",No,Mailed check,No,"(98.65, 108.7]",Yes,Yes,Yes,No,Yes,7704-EEBWI,0
Female,Yes,One year,No,No,No,Fiber optic,No,"(21.6, 28.8]",No,Bank transfer (automatic),Yes,"(68.5, 78.55]",No,Yes,No,No,Yes,9497-AHIFF,0
Female,Yes,Month-to-month,Yes,No,Yes,Fiber optic,No,"(57.6, 64.8]",No,Credit card (automatic),Yes,"(88.6, 98.65]",No,Yes,Yes,Yes,Yes,5122-BXSLQ,0
Female,Yes,Month-to-month,No,No,No,DSL,Yes,"(21.6, 28.8]",No,Electronic check,No,"(48.4, 58.45]",Yes,Yes,No,No,Yes,0199-CLGBX,0
Male,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,9834-PKEWY,0
Female,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Electronic check,No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,7469-DYTML,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,Yes,Yes,7194-RTPPP,0
Male,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Credit card (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,1560-JNCXD,0
Female,Yes,Two year,Yes,No,Yes,DSL,Yes,"(57.6, 64.8]",Yes,Mailed check,No,"(58.45, 68.5]",Yes,No,No phone service,No,Yes,8749-XONFY,0
Female,No,One year,Yes,No,No,DSL,Yes,"(28.8, 36.0]",No,Credit card (automatic),No,"(48.4, 58.45]",Yes,Yes,No,No,No,8695-MZTVR,0
Female,Yes,One year,No,No,Yes,DSL,No,"(50.4, 57.6]",Yes,Credit card (automatic),Yes,"(68.5, 78.55]",No,Yes,Yes,No,No,7497-WYRHK,0
Female,No,Month-to-month,Yes,No,Yes,Fiber optic,Yes,"(7.2, 14.4]",No,Bank transfer (automatic),No,"(88.6, 98.65]",Yes,Yes,No,No,Yes,8221-PRRZR,0
Female,No,Two year,No,Yes,No,DSL,Yes,"(64.8, 72.0]",No,Mailed check,Yes,"(58.45, 68.5]",Yes,Yes,No,No,No,4549-WLLZV,0
Female,Yes,Two year,Yes,Yes,Yes,Fiber optic,No,"(64.8, 72.0]",Yes,Credit card (automatic),No,"(108.7, 118.75]",Yes,Yes,Yes,No,Yes,4480-DWQUZ,0
Male,No,Month-to-month,No,No,Yes,DSL,No,"(28.8, 36.0]",Yes,Electronic check,Yes,"(38.35, 48.4]",No,No,No phone service,No,Yes,8721-SWWZA,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,1578-TNCRN,0
Male,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(38.35, 48.4]",No,Yes,No,No,No,3759-NUSLH,0
Male,Yes,One year,Yes,Yes,Yes,DSL,Yes,"(64.8, 72.0]",No,Bank transfer (automatic),Yes,"(68.5, 78.55]",No,Yes,Yes,Yes,Yes,8620-PNBWM,0
Female,Yes,Month-to-month,Yes,No,Yes,DSL,No,"(36.0, 43.2]",Yes,Electronic check,No,"(48.4, 58.45]",Yes,No,No phone service,No,No,3453-BJUVK,0
Female,Yes,Month-to-month,Yes,No,Yes,DSL,No,"(7.2, 14.4]",Yes,Electronic check,Yes,"(48.4, 58.45]",No,No,No phone service,No,No,1729-VKZRU,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,3499-ZLGZT,0
Male,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,5186-ABOKK,0
Male,No,Month-to-month,No,Yes,No,Fiber optic,No,"(21.6, 28.8]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,Yes,No,8635-CAVZJ,0
Female,No,Month-to-month,Yes,Yes,No,Fiber optic,No,"(64.8, 72.0]",Yes,Credit card (automatic),Yes,"(98.65, 108.7]",Yes,Yes,Yes,No,No,0250-PUGUV,0
Female,No,Two year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Credit card (automatic),Yes,"(108.7, 118.75]",Yes,Yes,Yes,No,No,0195-HHFWY,0
Female,Yes,Month-to-month,No,No,Yes,Fiber optic,No,"(21.6, 28.8]",Yes,Credit card (automatic),No,"(88.6, 98.65]",No,Yes,Yes,No,No,2902-YCEQO,0
Male,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(50.4, 57.6]",No internet service,Credit card (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,1306-YTNBN,0
Male,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(43.2, 50.4]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,1648-UVNEC,0
Male,Yes,Two year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Mailed check,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Yes,No,5768-TPKGD,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,5155-SPAZL,0
Female,Yes,Two year,Yes,Yes,Yes,DSL,Yes,"(64.8, 72.0]",Yes,Bank transfer (automatic),No,"(58.45, 68.5]",Yes,No,No phone service,No,Yes,9727-BUUXM,0
Female,No,One year,Yes,No,Yes,DSL,Yes,"(7.2, 14.4]",No,Credit card (automatic),No,"(68.5, 78.55]",Yes,Yes,Yes,No,Yes,8100-FHJUV,0
Male,No,One year,Yes,Yes,Yes,Fiber optic,No,"(43.2, 50.4]",Yes,Electronic check,Yes,"(98.65, 108.7]",Yes,Yes,No,No,No,7320-CCAZB,0
Female,Yes,One year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Bank transfer (automatic),Yes,"(98.65, 108.7]",No,Yes,Yes,No,No,2538-FGROU,0
