,Contract,Dependents,DeviceProtection,InternetService,MultipleLines,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,gender,Churn,percent,combined,t_hash
0,Month-to-month,No,No internet service,No,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,Male,18,0.009630818619582664,Month-to-month|No|No internet service|No|No|No internet service|No internet service|No|No|Mailed check|Yes|No|No internet service|No internet service|No internet service|Male,053c2b2b4bd2383e4c2e82940617e5a60c9ebf7eefbf1f16a7db074a15bb6536
334,Month-to-month,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|Yes|Yes|No|Yes|Yes|Bank transfer (automatic)|Yes|No|No|No|No|Male,f71e50e4b5f5c6a1147630d90bbecf2473c7f3fc5c6d8e4ec8edea7b6c2e816f
335,Month-to-month,Yes,No,DSL,No,Yes,Yes,Yes,No,Mailed check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|Yes|Yes|Yes|No|Mailed check|Yes|No|No|No|No|Male,35c0d5b897504e97fc258f7b2321b8e292e610d84cb62a170d777be43b46df5b
336,Month-to-month,Yes,No,Fiber optic,No,No,No,No,No,Electronic check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|No|No|Electronic check|Yes|No|No|No|No|Male,d1a2b8dd40e19f2ec5e279cc3d6ec8d9e39592cac1ad3103fa35bd708fe72ad2
337,Month-to-month,Yes,No,Fiber optic,No,No,No,No,No,Electronic check,Yes,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|No|No|Electronic check|Yes|No|Yes|No|No|Female,cde306447b22c082022fd197c59e8dbc0287200433a25860a6585d6284cfa486
338,Month-to-month,Yes,No,DSL,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|Yes|Yes|No|Yes|Credit card (automatic)|Yes|No|No|No|No|Female,2b97730a9e12b3b691469aee2fc3a5eb3c1819b71fa934d4cdb37d60138bade0
339,Month-to-month,Yes,No,Fiber optic,No,No,No,No,Yes,Bank transfer (automatic),Yes,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|No|Yes|Bank transfer (automatic)|Yes|Yes|No|No|No|Female,92f5b99f8572de7d7c20e848bba458eb9847eb8c137bbe35050a9ca5b53efc95
340,Month-to-month,Yes,No,Fiber optic,No,No,No,No,Yes,Electronic check,Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|No|Yes|Electronic check|Yes|No|No|No|No|Female,ab5d2367233d6372827f647d6fd6eb60982a1d13c9b59ac88fc466fa87263d82
341,Month-to-month,Yes,No,Fiber optic,No,No,No,No,Yes,Electronic check,Yes,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|No|Yes|Electronic check|Yes|No|Yes|No|No|Female,2fa628a2408378d40a2920893491c3e466d32a4c8f76e7f4c261978e57aedffa
342,Month-to-month,Yes,No,DSL,No,Yes,No,No,Yes,Mailed check,Yes,No,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|Yes|No|No|Yes|Mailed check|Yes|No|No|No|Yes|Female,27d6dda15b6ce1e9db274b4e51b5efd95f5b6b6503c95732fc18e7e0da2a4328
343,Month-to-month,Yes,No,DSL,No,Yes,No,No,Yes,Electronic check,Yes,No,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|Yes|No|No|Yes|Electronic check|Yes|No|No|No|Yes|Female,1a96e51a5e9b1a92bf3e97f22c969ff7850953bfe1419b42310f22873ea9721f
344,Month-to-month,Yes,No,DSL,No,No,Yes,Yes,No,Mailed check,Yes,No,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|Yes|Yes|No|Mailed check|Yes|No|No|No|Yes|Female,a9db910fe0c2871fc4811134954aaeb3410c4272ea1dd469b0f8d4ae09d4393d
345,Month-to-month,Yes,No,DSL,No,No,Yes,Yes,No,Electronic check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|Yes|Yes|No|Electronic check|Yes|No|No|No|No|Male,86c759d2ea24c35ac2fa9852b48bbd57daf3795be764a9b5c2a398faa2caac45
346,Month-to-month,Yes,No,DSL,No,No,Yes,No,No,Mailed check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|Yes|No|No|Mailed check|Yes|No|No|No|No|Male,526afebfecc2b64b69ef9f62427a44f7dcdf1efeec5502710e1f34c47ec27c28
347,Month-to-month,Yes,No,DSL,No,No,Yes,No,No,Electronic check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|Yes|No|No|Electronic check|Yes|No|No|No|No|Male,1520bcc6cadc1de9c80a371d673242c03bfecbfe0dc48021fd55452623e0936d
348,Month-to-month,Yes,No,DSL,No,No,No,Yes,Yes,Mailed check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|Yes|Yes|Mailed check|Yes|No|No|No|No|Male,95b0b550f9086902dd969313c1af1ad1087a54310720a500a54a1063e13cdf41
349,Month-to-month,Yes,No,DSL,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|Yes|Yes|Electronic check|Yes|No|No|No|No|Female,4455431c7d9676658ab823227080ac8a357f27cfe514b939a6486ddabc18815e
350,Month-to-month,Yes,No,DSL,No,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,No,No,Yes,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|Yes|Yes|Credit card (automatic)|Yes|Yes|No|No|Yes|Male,6c5c771b76f8de50adf02fae8de8bc829f38184e0d8ffbbd6cfcd4f21a8a5f35
351,Month-to-month,Yes,No,DSL,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|Yes|Yes|Bank transfer (automatic)|Yes|No|No|No|No|Male,27ebd26e61e36300de2eebd3cd08ec04e151e038c5d85253fd54a7ecc3c53d4b
352,Month-to-month,Yes,No,DSL,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|Yes|Yes|Bank transfer (automatic)|Yes|No|No|No|No|Female,d78548cd2313e3d233a2f843e72a4bfe72bbe8bab05b6753bc1930ba81a14164
353,Month-to-month,Yes,No,DSL,No,No,No,Yes,No,Mailed check,Yes,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|Yes|No|Mailed check|Yes|No|Yes|Yes|No|Female,4ce742f2457cee7c8a31e8da219130d3bd192b38325885d8032317afe367e290
354,Month-to-month,Yes,No,DSL,No,No,No,Yes,No,Mailed check,Yes,No,No,No,Yes,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|Yes|No|Mailed check|Yes|No|No|No|Yes|Male,521397ab6a6d40ca332c0a943bf979b71c95d6aa9c2073400c059cb84d210198
355,Month-to-month,Yes,No,DSL,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|Yes|No|Electronic check|Yes|No|No|No|No|Male,0d40f74e59c2384014505b561341ed2a634edbd54f639c222748a9a961239c8a
356,Month-to-month,Yes,No,DSL,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|Yes|No|Electronic check|Yes|No|No|No|No|Female,c86fbec6f79b4648b477dd8dcd441668f60f00250538ef6bb2ac0f78be8581d9
357,Month-to-month,Yes,No,DSL,No,No,No,Yes,No,Credit card (automatic),Yes,No,No,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|Yes|No|Credit card (automatic)|Yes|No|No|Yes|No|Male,2f051f6199ce68074dead980d042d1ba3f27bf04ba074eb6ba49dacd288272cf
358,Month-to-month,Yes,No,Fiber optic,No,No,No,No,Yes,Electronic check,Yes,No,Yes,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|No|Yes|Electronic check|Yes|No|Yes|No|No|Male,214f943cd7ba1dcfa9b1d46b50cd5176cd6e0730558a99e59a14d3ced8c2e8ea
359,Month-to-month,Yes,No,DSL,No,Yes,Yes,Yes,No,Electronic check,Yes,No,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|Yes|Yes|Yes|No|Electronic check|Yes|No|No|No|Yes|Female,fd6cf7cad476188f1a3b4c87feb1b5ee7f03a5e6fd19bbc034f6098f1ebcbd17
360,Month-to-month,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|Yes|Yes|Yes|Yes|Electronic check|Yes|No|No|Yes|No|Male,a3f04aa5a25be1f950c176a5fd04fd3ede14078338418c762e85ca0535950d2f
361,Month-to-month,Yes,No,Fiber optic,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|Yes|No|Yes|No|Bank transfer (automatic)|Yes|No|Yes|No|No|Female,00e5f05d7bbf21414c4ab73267b500c7e1cb84b164f604656afe8ccaba13b3e1
362,Month-to-month,Yes,No,Fiber optic,No,No,No,No,No,Bank transfer (automatic),Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|No|No|Bank transfer (automatic)|Yes|No|No|No|No|Male,859e7f218a358417189ae0fe4d8519fc9fef7bbe56e10b8489539e9e5599135b
363,Month-to-month,Yes,No,DSL,No phone service,No,Yes,Yes,Yes,Electronic check,No,No,No,No,Yes,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|No|Yes|Yes|Yes|Electronic check|No|No|No|No|Yes|Male,940ab154edf386c1462353c52a95b390e5f0f7086f00899ce8613188c794e823
364,Month-to-month,Yes,No,DSL,No phone service,Yes,No,No,Yes,Electronic check,No,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|Yes|No|No|Yes|Electronic check|No|No|No|No|No|Male,bcd6063880f7fd50b9c64bd305230f7a27d162e73ce2c5ad0d450b0a8c60d244
365,Month-to-month,Yes,No,DSL,No phone service,Yes,No,No,Yes,Mailed check,No,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|Yes|No|No|Yes|Mailed check|No|No|No|No|No|Female,f0303c3c8af786d8011217b742534b34f5566761e19d0dfb458bab8fb08e569d
366,Month-to-month,Yes,No,DSL,No phone service,No,Yes,No,Yes,Bank transfer (automatic),No,No,No,No,Yes,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|No|Yes|No|Yes|Bank transfer (automatic)|No|No|No|No|Yes|Male,51a1431f3a193f69082b9a520f47c65c36de465dbb028b299970aefe83ed8a20
367,Month-to-month,Yes,No,DSL,No phone service,No,Yes,No,Yes,Bank transfer (automatic),No,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|No|Yes|No|Yes|Bank transfer (automatic)|No|No|No|No|No|Female,2eb07f2e3a0482e4eb8bb63f0874a0b9757a53610832f6648d19b4cd1a566e19
368,Month-to-month,Yes,No,DSL,No phone service,No,No,Yes,Yes,Mailed check,No,No,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|No|No|Yes|Yes|Mailed check|No|No|No|No|Yes|Female,b48e98bc14165b9c03f51f9e9817d38597501677f9d39030090095d97b289145
369,Month-to-month,Yes,No,DSL,No phone service,No,No,Yes,Yes,Mailed check,No,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|No|No|Yes|Yes|Mailed check|No|No|No|No|No|Female,2c6e83a7468c24f5a1407957dd11b0e37bb93a35ec07cc04663ea5854c4baf55
370,Month-to-month,Yes,No,DSL,No phone service,Yes,No,Yes,No,Mailed check,No,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|Yes|No|Yes|No|Mailed check|No|No|No|No|No|Male,51216ea13e79ab875850a4d33592f532c2f93f401eaefb904d8c8f421e6c1f8e
371,Month-to-month,Yes,No,DSL,No phone service,No,No,Yes,No,Electronic check,No,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|No|No|Yes|No|Electronic check|No|No|Yes|No|No|Female,1dcc7f4a0ccd89f9ce22dd7c55e3af5dddbbcbf2da016978dd937c54bd4a72c5
372,Month-to-month,Yes,No,DSL,No phone service,No,No,Yes,No,Electronic check,No,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|No|No|Yes|No|Electronic check|No|No|No|No|No|Male,96fbf44176a415cd20150092ad3a64c5beefdf85026ab4f025ad480e2e376b51
373,Month-to-month,Yes,No,DSL,No phone service,No,No,No,Yes,Electronic check,No,No,No,Yes,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|No|No|No|Yes|Electronic check|No|No|No|Yes|Yes|Female,82f42805bb6ef0eb5fa3d242085ba75f038948bfd97ee710063e75562eb56f37
374,Month-to-month,Yes,No,DSL,No phone service,No,No,No,Yes,Credit card (automatic),No,No,Yes,Yes,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|No|No|No|Yes|Credit card (automatic)|No|No|Yes|Yes|Yes|Female,df37c10785f71605e7171a5a921ede5df12a7ee39f1abfbc56eac86b03aa1a4d
375,Month-to-month,Yes,No,DSL,No phone service,Yes,No,Yes,Yes,Electronic check,No,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|Yes|No|Yes|Yes|Electronic check|No|No|No|No|No|Male,9ff4794023dc1e0ae1c7d9357fbcaa46058a569edfe549ffc6e67abdd3dafb42
376,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,Mailed check,Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|Yes|No|No|No|Yes|Mailed check|Yes|No|No|No|No|Female,e153044f1fd1edf3624f9dedffe854dd76ab41ba5573512c7491f75ac975461b
377,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|Yes|No|No|Yes|Yes|Electronic check|Yes|No|No|No|No|Male,4bcfcb3a9a6eb950c8452f4e9e229f017a75885ba1d067c8eef0a52c0162b02d
378,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,No,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|Yes|No|No|Yes|Yes|Electronic check|Yes|No|Yes|No|Yes|Female,e7cb40563f4fbf147b68613f9842a01b6ec7525311019b18ad5e16ba5aa1d3ff
379,Month-to-month,Yes,No,DSL,No phone service,No,No,No,No,Mailed check,No,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|No|No|No|No|Mailed check|No|No|No|No|No|Male,e36522fa2c73e18d1e07d20007fc187fd4f18a53ca60c56298da30a9f607faa8
380,Month-to-month,Yes,No,DSL,No phone service,No,No,No,No,Electronic check,No,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|No|No|No|No|Electronic check|No|No|No|No|No|Male,950211edf538f0979cd37a538c47367137be9c2d6605715a83ecd16b263ead0c
381,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,Yes,Electronic check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|Yes|No|Yes|No|Yes|Electronic check|Yes|No|No|No|No|Male,22c8ee974be6a6472a985f2a84d4b738bbc9784d35ee68ea87ca20db1c6a0b21
382,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,Yes,Mailed check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|Yes|No|Yes|No|Yes|Mailed check|Yes|No|No|No|No|Male,b61f26461e40fff48261b9c2efdc9567c62ae3d341afb87c642b5681f209850a
383,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|Yes|Yes|No|Yes|No|Credit card (automatic)|Yes|No|No|No|No|Male,78f9aa3f5b4de60d95471861b0506e1ce4383b39a91d13f5a3bee88d52156394
384,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|Yes|Yes|No|Yes|Yes|Electronic check|Yes|No|No|No|Yes|Female,b4610f45112aa7727b555bf2f464b1702314de1972e50292114f63eceebc62e6
385,Month-to-month,Yes,No,Fiber optic,No,No,No,No,No,Bank transfer (automatic),Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|No|No|Bank transfer (automatic)|Yes|No|No|No|No|Female,8a1d5947262eaa27b39e07fce4bc2615faa991d61dd5f414c5ab9787643b5f73
386,Month-to-month,Yes,No,DSL,No,No,No,No,Yes,Mailed check,Yes,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|No|Yes|Mailed check|Yes|No|Yes|Yes|No|Female,4da563834db42911c1c57e4372b0c5f224d5845d5cde5e9f36e8aaa6a2110d8e
387,Month-to-month,Yes,No,DSL,No,No,No,No,Yes,Mailed check,Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|No|Yes|Mailed check|Yes|No|No|No|No|Female,367c51b7f366643bbc74d9cc289c7576da59062cc5ec4ab4e159d347b5e709ff
388,Month-to-month,Yes,No,DSL,No,No,No,No,Yes,Electronic check,Yes,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|No|Yes|Electronic check|Yes|Yes|No|No|No|Female,67e064eba8b9f508c54d3456a28b66f86abdf194dc64202456c2023377443a9f
389,Month-to-month,Yes,No,DSL,No,No,No,No,Yes,Electronic check,Yes,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No|No|No|No|Yes|Electronic check|Yes|No|Yes|No|No|Female,cea6a5e3718c523916ba09c198f72ecf825e660fd44e6f83719ca30ffe5be17a
390,Month-to-month,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|Yes|Yes|Yes|No|Yes|Bank transfer (automatic)|Yes|No|No|No|No|Female,4996fd4a10ad20dcff212b35988a471353b4b96caac72fad2b46343b8dd1507e
391,Month-to-month,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Credit card (automatic),Yes,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|Yes|Yes|Yes|No|No|Credit card (automatic)|Yes|Yes|No|No|No|Female,fa478c204e88f02e25c2dde2ac51b8594594fe6435f0dfdb6b8f475b466714a8
392,Month-to-month,Yes,No,Fiber optic,No,No,No,Yes,Yes,Electronic check,Yes,No,No,Yes,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|Yes|Yes|Electronic check|Yes|No|No|Yes|Yes|Female,6d1fe8d40263977ae6308c58d507b5b796d9c6620b754efa3218517bde390f39
393,Month-to-month,Yes,No,Fiber optic,No,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|Yes|Yes|Electronic check|Yes|No|Yes|Yes|No|Female,2d8fe6a9a8024af39635864c29f9328e24e8dbc1466a67e470451160b980152a
394,Month-to-month,Yes,No,Fiber optic,No,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|Yes|Yes|Electronic check|Yes|No|Yes|Yes|No|Male,d4f19d89e9c531bddae80b868fe0c1c99a90b29c2f550cb2c9f1cec1f78bd75b
395,Month-to-month,Yes,No,Fiber optic,No,No,No,Yes,Yes,Electronic check,Yes,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|Yes|Yes|Electronic check|Yes|Yes|No|No|No|Female,44e01a2c4f3cfd27c5d81cae916fb5a2658588df0ed8ba774a5ba6b00c386e28
396,Month-to-month,Yes,No,Fiber optic,No,No,No,Yes,Yes,Mailed check,Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|Yes|Yes|Mailed check|Yes|No|No|No|No|Female,381eecbe5ffb6f57340503c64b200353ee9d120451aee94cbe6d50c7e81a4cd3
397,Month-to-month,Yes,No,Fiber optic,No,No,No,Yes,Yes,Mailed check,Yes,No,No,Yes,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|No|Yes|Yes|Mailed check|Yes|No|No|Yes|No|Female,7cd45d895d991a6f04d4e19474cd63594d64026584e2aa67aed80ac6cff2d09c
398,Month-to-month,Yes,No,Fiber optic,No,No,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|Yes|No|Yes|Credit card (automatic)|Yes|No|Yes|Yes|No|Male,894986308f5a4b86eedaf12fcb850e139024823e5fc9ed225b63d032f7e6f07b
399,Month-to-month,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|Yes|Yes|No|Yes|Yes|Electronic check|Yes|Yes|No|No|No|Female,edcc5c949c9f2584d3924d0cb5165db5cebf8931c97ab3befe2e6ae36d6cbd8c
400,Month-to-month,Yes,No,Fiber optic,No,No,Yes,No,Yes,Electronic check,Yes,No,No,Yes,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|Yes|No|Yes|Electronic check|Yes|No|No|Yes|Yes|Female,fce5267001c0f7b69bd282fd066d24b2338936862619ec8b88e3f58de61491e1
401,Month-to-month,Yes,No,Fiber optic,No,No,Yes,No,Yes,Electronic check,Yes,No,Yes,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|Yes|No|Yes|Electronic check|Yes|No|Yes|No|No|Male,5c2b4e048a9849ff4fa8f536673edd9eab4fa91f925f48a8b2b26848e50565df
402,Month-to-month,Yes,No,Fiber optic,No,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|Yes|Yes|No|Bank transfer (automatic)|Yes|No|No|No|No|Male,5b9136b470d4f4756e55e2a3a68cce8a70789fa709593cf930b6d5be6bcaf02b
403,Month-to-month,Yes,No,Fiber optic,No,No,Yes,Yes,No,Mailed check,Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|Yes|Yes|No|Mailed check|Yes|No|No|No|No|Female,05e6e40d6c9e1675626111aa2ee8d7a0e9c3f71116f4628009ccfb68dac582a7
404,Month-to-month,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|No|Yes|Yes|Yes|Electronic check|Yes|No|Yes|Yes|Yes|Male,a744fe63dc671799d7c725f77eb5d58159a245fe60784989ef515e0750960c57
405,Month-to-month,Yes,No,DSL,No phone service,No,Yes,No,Yes,Mailed check,No,Yes,Yes,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|DSL|No phone service|No|Yes|No|Yes|Mailed check|No|Yes|Yes|No|No|Male,9d080330dfa2a4f5b50c718faf0c09ac24abe305a84ef70183153dba103dde67
406,Month-to-month,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,No,Yes,Male,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|Yes|Yes|No|Yes|Yes|Electronic check|Yes|No|Yes|No|Yes|Male,f0b1ed30cb731f2eadbf6ab1ee2019c85b67803f0a5d8ebf0e68dcf7ce65090c
407,Month-to-month,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,No,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|Yes|Yes|No|Yes|Yes|Electronic check|Yes|No|No|Yes|No|Male,efd25e3b71f0419bd4fe5e66bfce893991e111aa601f52e421de2da9e48d7ab7
408,Month-to-month,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|Yes|Yes|No|Yes|Yes|Credit card (automatic)|Yes|No|Yes|Yes|No|Male,0a480233888bdeb141383c74d475ef92275ec5fe2b9980528aaf90b6a6b70302
409,Month-to-month,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|Yes|Yes|No|Yes|Yes|Credit card (automatic)|Yes|No|Yes|Yes|No|Female,af3073c11d1e7cabb87221990a9c5548769d8083b25b398ede7818401bf29075
410,Month-to-month,Yes,No,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|No|Yes|No|No|Yes|Electronic check|Yes|No|Yes|No|No|Female,d55e5da7ee7f2d2f34ef07a399b0e46f8056b27793a15e8eb55f3e0347da5939
411,Month-to-month,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|Yes|Yes|No|Yes|Yes|Bank transfer (automatic)|Yes|Yes|Yes|No|No|Male,9362166662d9cf471344df6a8b4628ec719e58f68288cd4ae86965e793d0c93d
412,Month-to-month,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|Yes|Yes|No|Yes|Yes|Bank transfer (automatic)|Yes|No|No|Yes|No|Male,c6dc5c3ec185257a563b07ce7b2b91c5aa3af0ad61dcd3e9f21ad559f8896624
413,Month-to-month,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|Yes|Yes|Yes|No|Yes|Credit card (automatic)|Yes|No|No|No|No|Male,dc8e15af6a7fe7c166d8912d6c8f36b7c4959a01f7249fb4b98c2b69a0f28417
