,customerID,tenure,Churn,bucket
6324,5022-JNQEQ,9,0,One to 10 days
6615,8344-WFMFH,9,0,One to 10 days
4368,1704-NRWYE,9,1,One to 10 days
5536,0778-NELLA,9,1,One to 10 days
6667,0872-NXJYS,9,1,One to 10 days
6443,7727-SHVZV,9,0,One to 10 days
577,8270-RKSAP,9,0,One to 10 days
5512,3173-NVMPX,9,0,One to 10 days
1359,7943-RQCHR,9,1,One to 10 days
4560,2252-ISRNH,9,0,One to 10 days
3587,6210-KBBPI,9,1,One to 10 days
725,6549-YMFAW,9,0,One to 10 days
6908,1750-CSKKM,9,1,One to 10 days
5267,8075-GXIUB,9,0,One to 10 days
3946,5154-VEKBL,9,1,One to 10 days
5031,8118-TJAFG,9,0,One to 10 days
1665,1219-NNDDO,9,0,One to 10 days
3637,4083-EUGRJ,9,1,One to 10 days
1221,3055-MJDSB,9,0,One to 10 days
3703,9483-GCPWE,9,0,One to 10 days
3001,4568-TTZRT,9,0,One to 10 days
4812,5174-RNGBH,9,1,One to 10 days
3580,0260-ZDLGK,9,1,One to 10 days
2400,5141-ZUVBH,9,0,One to 10 days
2097,8087-LGYHQ,9,0,One to 10 days
3195,0570-BFQHT,9,0,One to 10 days
1105,7363-QTBIW,9,0,One to 10 days
85,4445-ZJNMU,9,0,One to 10 days
1721,4116-TZAQJ,9,1,One to 10 days
4842,5707-ORNDZ,9,1,One to 10 days
1734,7511-YMXVQ,9,1,One to 10 days
4750,0373-AIVNJ,9,0,One to 10 days
4391,5778-BVOFB,9,0,One to 10 days
323,7102-JJVTX,9,0,One to 10 days
6957,3914-FDRHP,9,0,One to 10 days
3645,1991-VOPLL,9,0,One to 10 days
4171,9025-ZRPVR,9,1,One to 10 days
3662,6410-LEFEN,9,1,One to 10 days
3663,4633-MKHYU,9,0,One to 10 days
5438,0727-IWKVK,9,1,One to 10 days
6843,9940-HPQPG,9,1,One to 10 days
2433,8314-DPQHL,9,0,One to 10 days
6561,6339-YPSAH,9,0,One to 10 days
6912,2215-ZAFGX,9,0,One to 10 days
6574,6969-MVBAI,9,0,One to 10 days
2795,0709-TVGUR,9,1,One to 10 days
5402,5057-RKGLH,9,0,One to 10 days
2945,3987-KQDDU,9,0,One to 10 days
1625,1262-OPMFY,9,1,One to 10 days
6151,3627-FCRDW,9,1,One to 10 days
4072,2688-BHGOG,9,0,One to 10 days
6545,1518-VOWAV,9,1,One to 10 days
3680,0836-SEYLU,9,1,One to 10 days
1207,0013-MHZWF,9,0,One to 10 days
2921,0564-JJHGS,9,1,One to 10 days
4089,4282-YMKNA,9,1,One to 10 days
2804,6158-DWPZT,9,1,One to 10 days
5815,2642-DTVCO,9,1,One to 10 days
6046,2959-FENLU,9,0,One to 10 days
5902,7054-ENNGU,9,0,One to 10 days
3322,8058-JMEQO,9,1,One to 10 days
3024,8735-NBLWT,9,0,One to 10 days
5235,4299-SIMNS,9,0,One to 10 days
5942,7240-ETPTR,9,1,One to 10 days
5479,8990-ZXLSU,9,0,One to 10 days
3628,5186-EJEGL,9,0,One to 10 days
6304,2754-XBHTB,9,1,One to 10 days
7026,8775-CEBBJ,9,1,One to 10 days
2779,2691-NZETQ,9,1,One to 10 days
1464,4283-IVYCI,9,0,One to 10 days
472,1304-BCCFO,9,0,One to 10 days
5831,9846-GKXAS,9,1,One to 10 days
1433,6439-LAJXL,9,0,One to 10 days
3066,5652-MSDEY,10,0,One to 10 days
1057,1624-WOIWJ,10,1,One to 10 days
1564,2660-EMUBI,10,1,One to 10 days
3785,8337-UPOAQ,10,1,One to 10 days
6634,1465-VINDH,10,1,One to 10 days
2016,8861-HGGKB,10,1,One to 10 days
1348,1184-PJVDB,10,1,One to 10 days
7,6713-OKOMC,10,0,One to 10 days
5974,7094-MSZAO,10,0,One to 10 days
4578,7766-CLTIC,10,0,One to 10 days
427,8734-DKSTZ,10,0,One to 10 days
4523,9518-XXBXE,10,0,One to 10 days
6356,3587-PMCOY,10,0,One to 10 days
4130,4439-YRNVD,10,0,One to 10 days
4063,3045-XETSH,10,1,One to 10 days
620,4881-JVQOD,10,0,One to 10 days
3847,8439-LTUGF,10,0,One to 10 days
3533,4318-RAJVY,10,0,One to 10 days
254,3675-YDUPJ,10,0,One to 10 days
424,8111-BKVDS,10,0,One to 10 days
1358,9272-LSVYH,10,0,One to 10 days
2581,0380-ZCSBI,10,0,One to 10 days
910,1907-UBQFC,10,1,One to 10 days
5217,5018-HEKFO,10,0,One to 10 days
4799,4182-BGSIQ,10,0,One to 10 days
1322,0114-RSRRW,10,0,One to 10 days
5038,4815-TUMEQ,10,0,One to 10 days
4298,5651-CPDND,10,0,One to 10 days
3804,9773-PEQBZ,10,0,One to 10 days
2990,2309-OSFEU,10,1,One to 10 days
1799,9172-ANCRX,10,1,One to 10 days
355,4572-DVCGN,10,1,One to 10 days
3658,3604-WLABM,10,0,One to 10 days
4944,3682-YEUWS,10,0,One to 10 days
4591,8003-EWNDZ,10,0,One to 10 days
3344,6347-DCUIK,10,1,One to 10 days
2212,8076-FEZKJ,10,0,One to 10 days
1980,1960-UYCNN,10,0,One to 10 days
5386,6143-JQKEA,10,0,One to 10 days
655,5183-SNMJQ,10,0,One to 10 days
6353,8735-DCXNF,10,0,One to 10 days
6743,2740-JFBOK,10,0,One to 10 days
5359,5143-EGQFK,10,1,One to 10 days
661,8095-WANWK,10,0,One to 10 days
4589,1494-EJZDW,10,0,One to 10 days
4876,5923-GXUOC,10,1,One to 10 days
5374,8065-YKXKD,10,1,One to 10 days
801,1450-GALXR,10,1,One to 10 days
6578,3898-BSJYF,10,0,One to 10 days
4453,1455-UGQVH,10,1,One to 10 days
2798,7209-JCUDS,10,1,One to 10 days
4087,3847-BAERP,10,0,One to 10 days
993,9108-EQPNQ,10,0,One to 10 days
1567,1436-ZMJAN,10,0,One to 10 days
4079,5606-AMZBO,10,0,One to 10 days
3424,4112-LUEIZ,10,1,One to 10 days
2417,4307-KWMXE,10,0,One to 10 days
5874,2968-SSGAA,10,1,One to 10 days
6636,3468-DRVQJ,10,0,One to 10 days
3248,7779-LGOVN,10,1,One to 10 days
5892,2709-UQGNP,10,0,One to 10 days
6524,2754-VDLTR,10,1,One to 10 days
5027,3247-ZVOUO,10,1,One to 10 days
69,7410-OIEDU,10,0,One to 10 days
40,8865-TNMNX,10,0,One to 10 days
2093,5555-RNPGT,10,0,One to 10 days
6932,0463-ZSDNT,10,0,One to 10 days
281,8229-MYEJZ,10,0,One to 10 days
3249,4324-BZCKL,10,0,One to 10 days
5746,4817-QRJSX,10,1,One to 10 days
236,0621-JFHOL,10,0,One to 10 days
4193,2428-ZMCTB,10,0,One to 10 days
5269,5424-RLQLC,10,0,One to 10 days
5302,9700-ISPUP,10,0,One to 10 days
2761,2408-WITXK,10,1,One to 10 days
742,5138-WVKYJ,10,1,One to 10 days
117,5299-RULOA,10,1,One to 10 days
3264,6818-DJXAA,10,0,One to 10 days
5430,6331-LWDTQ,10,1,One to 10 days
4202,3146-JTQHR,10,0,One to 10 days
2231,2482-CZGBB,10,1,One to 10 days
5459,2657-VPXTA,10,0,One to 10 days
5731,4936-YPJNK,10,0,One to 10 days
1849,0621-TWIEM,10,1,One to 10 days
3710,3724-BSCVH,10,0,One to 10 days
880,9851-KIELU,10,1,One to 10 days
2611,5976-JCJRH,10,1,One to 10 days
6075,5081-NWSUP,10,0,One to 10 days
4249,7919-ZODZZ,10,0,One to 10 days
18,4190-MFLUW,10,1,One to 10 days
3244,7966-YOTQW,10,0,One to 10 days
3318,5016-ETTFF,10,1,One to 10 days
5664,0875-CABNR,10,1,One to 10 days
6467,9494-MRNYX,10,0,One to 10 days
639,0195-IESCP,10,1,One to 10 days
2777,4860-YZGZM,10,0,One to 10 days
5466,0221-NAUXK,10,0,One to 10 days
633,7665-VIGUD,10,0,One to 10 days
4563,4547-KQRTM,10,1,One to 10 days
3069,1784-BXEFA,10,0,One to 10 days
1063,7143-BQIBA,10,0,One to 10 days
289,3580-REOAC,10,1,One to 10 days
2858,9512-PHSMG,10,0,One to 10 days
6220,6434-TTGJP,10,0,One to 10 days
2721,8225-BTJAU,10,1,One to 10 days
5330,5747-PMBSQ,10,1,One to 10 days
1366,7249-WBIYX,10,1,One to 10 days
159,7554-NEWDD,10,0,One to 10 days
3934,1729-VLAZJ,10,0,One to 10 days
6172,6379-RXJRQ,10,1,One to 10 days
5605,8049-WJCLQ,10,0,One to 10 days
4022,5863-OOKCL,10,0,One to 10 days
4677,8443-WVPSS,10,1,One to 10 days
543,1342-JPNKI,10,1,One to 10 days
6384,1952-DVVSW,10,0,One to 10 days
6379,0940-OUQEC,10,1,One to 10 days
3095,0315-LVCRK,11,0,+10 to 30 days
5891,4905-JEFDW,11,1,+10 to 30 days
4606,1734-ZMNTZ,11,0,+10 to 30 days
164,2907-ILJBN,11,0,+10 to 30 days
2251,1399-UBQIU,11,0,+10 to 30 days
6782,1596-OQSPS,11,0,+10 to 30 days
558,2501-XWWTZ,11,0,+10 to 30 days
2145,1391-UBDAR,11,0,+10 to 30 days
3764,6674-KVJHG,11,0,+10 to 30 days
2103,7206-PQBBZ,11,0,+10 to 30 days
3636,6319-QSUSR,11,0,+10 to 30 days
5618,9932-WBWIK,11,0,+10 to 30 days
3716,6688-UZPWD,11,1,+10 to 30 days
2845,9093-FPDLG,11,0,+10 to 30 days
6786,9820-RMCQV,11,1,+10 to 30 days
7040,4801-JZAZL,11,0,+10 to 30 days
506,8981-FJGLA,11,0,+10 to 30 days
6179,6328-ZPBGN,11,1,+10 to 30 days
2249,5527-ACHSO,11,0,+10 to 30 days
541,2782-LFZVW,11,0,+10 to 30 days
3008,8084-OIVBS,11,0,+10 to 30 days
3708,6698-OXETB,11,0,+10 to 30 days
3715,5288-AHOUP,11,0,+10 to 30 days
6715,1173-XZPYF,11,0,+10 to 30 days
3250,6924-TDGMT,11,0,+10 to 30 days
2376,9314-QDMDW,11,0,+10 to 30 days
5986,5271-DBYSJ,11,0,+10 to 30 days
5146,3797-FKOGQ,11,0,+10 to 30 days
765,4718-DHSMV,11,0,+10 to 30 days
5584,6330-JKLPC,11,1,+10 to 30 days
2734,2371-JUNGC,11,0,+10 to 30 days
4157,1685-VAYJF,11,0,+10 to 30 days
81,8108-UXRQN,11,0,+10 to 30 days
6058,0356-ERHVT,11,0,+10 to 30 days
1086,8999-BOHSE,11,1,+10 to 30 days
1211,1373-ORVIZ,11,1,+10 to 30 days
770,7706-DZNKK,11,0,+10 to 30 days
2419,2450-ZKEED,11,0,+10 to 30 days
3926,7950-XWOVN,11,0,+10 to 30 days
1493,6416-YJTTB,11,0,+10 to 30 days
5099,6861-OKBCE,11,1,+10 to 30 days
5856,9873-MNDKV,11,0,+10 to 30 days
4190,3737-GCSPV,11,1,+10 to 30 days
3909,1093-YSWCA,11,0,+10 to 30 days
238,0094-OIFMO,11,1,+10 to 30 days
4517,2012-NWRPA,11,1,+10 to 30 days
6512,1353-LJWEM,11,0,+10 to 30 days
5489,0804-XBFBV,11,0,+10 to 30 days
39,8168-UQWWF,11,1,+10 to 30 days
1627,5035-BVCXS,11,0,+10 to 30 days
1142,2460-NGXBJ,11,0,+10 to 30 days
3434,1877-HKBQX,11,0,+10 to 30 days
1138,0774-IFUVM,11,0,+10 to 30 days
1647,5442-XSDCW,11,1,+10 to 30 days
5125,2982-VPSGI,11,1,+10 to 30 days
1132,5293-WXJAK,11,1,+10 to 30 days
4053,7446-YPODE,11,0,+10 to 30 days
2401,1089-HDMKP,11,0,+10 to 30 days
5275,9530-EHPOH,11,1,+10 to 30 days
1568,3292-PBZEJ,11,0,+10 to 30 days
1703,8158-WPEZG,11,0,+10 to 30 days
2882,6652-YFFJO,11,0,+10 to 30 days
401,9442-JTWDL,11,0,+10 to 30 days
2449,1357-MVDOZ,11,0,+10 to 30 days
6684,0305-SQECB,11,0,+10 to 30 days
2924,1428-GTBJJ,11,1,+10 to 30 days
4498,0967-BMLBD,11,0,+10 to 30 days
385,4895-TMWIR,11,1,+10 to 30 days
3987,7625-XCQRH,11,1,+10 to 30 days
2381,7649-PHJVR,11,0,+10 to 30 days
4751,8785-EPNCG,11,1,+10 to 30 days
5958,6859-RKMZJ,11,0,+10 to 30 days
4739,3088-LHEFH,11,0,+10 to 30 days
5626,2458-EOMRE,11,0,+10 to 30 days
5457,9496-IVVRP,11,0,+10 to 30 days
3369,4680-KUTAJ,11,0,+10 to 30 days
1974,1024-VRZHF,11,1,+10 to 30 days
4230,5108-ADXWO,11,1,+10 to 30 days
480,0486-LGCCH,11,0,+10 to 30 days
3524,4706-AXVKM,11,1,+10 to 30 days
5003,1867-BDVFH,11,1,+10 to 30 days
3513,4063-EIKNQ,11,0,+10 to 30 days
572,5756-JYOJT,11,0,+10 to 30 days
4593,9256-JTBNZ,11,0,+10 to 30 days
4334,3969-GYXEL,11,0,+10 to 30 days
1315,5158-RIVOP,11,0,+10 to 30 days
3349,0897-FEGMU,11,1,+10 to 30 days
3371,4946-EDSEW,11,1,+10 to 30 days
569,0308-IVGOK,11,0,+10 to 30 days
1248,7321-PKUYW,11,1,+10 to 30 days
5495,2696-NARTR,11,1,+10 to 30 days
6839,4078-SAYYN,11,1,+10 to 30 days
977,5879-SESNB,11,0,+10 to 30 days
1351,7266-GSSJX,11,0,+10 to 30 days
326,5701-YVSVF,11,0,+10 to 30 days
5708,7072-MBHEV,11,0,+10 to 30 days
1299,4566-QVRRW,11,1,+10 to 30 days
3887,4503-BDXBD,11,1,+10 to 30 days
2319,7928-VJYAB,11,0,+10 to 30 days
2582,7145-FEJWU,12,0,+10 to 30 days
3335,9817-APLHW,12,0,+10 to 30 days
2137,8612-GXIDD,12,0,+10 to 30 days
1557,4672-FOTSD,12,0,+10 to 30 days
2551,2882-DDZPG,12,0,+10 to 30 days
2880,2187-PKZAY,12,0,+10 to 30 days
5226,8044-BGWPI,12,0,+10 to 30 days
1579,9391-EOYLI,12,1,+10 to 30 days
95,8637-XJIVR,12,1,+10 to 30 days
6688,0064-SUDOG,12,0,+10 to 30 days
1163,0135-NMXAP,12,1,+10 to 30 days
6885,7603-USHJS,12,1,+10 to 30 days
3416,0603-OLQDC,12,0,+10 to 30 days
5709,5602-BVFMK,12,0,+10 to 30 days
2592,3750-RNQKR,12,0,+10 to 30 days
2122,4123-FCVCB,12,0,+10 to 30 days
2213,5197-YPYBZ,12,0,+10 to 30 days
3338,1513-XNPPH,12,1,+10 to 30 days
6068,3945-GFWQL,12,1,+10 to 30 days
4294,7596-LDUXP,12,0,+10 to 30 days
1388,9089-UOWJG,12,0,+10 to 30 days
3353,4536-PLEQY,12,0,+10 to 30 days
1466,8205-MQUGY,12,0,+10 to 30 days
7036,7750-EYXWZ,12,0,+10 to 30 days
3385,7526-BEZQB,12,1,+10 to 30 days
2484,6476-EPYZR,12,0,+10 to 30 days
3000,7613-LLQFO,12,1,+10 to 30 days
5390,7450-NWRTR,12,1,+10 to 30 days
842,1038-ZAGBI,12,1,+10 to 30 days
2544,7285-KLOTR,12,0,+10 to 30 days
5351,5649-VUKMC,12,1,+10 to 30 days
2961,6898-MDLZW,12,0,+10 to 30 days
4179,8224-DWCKX,12,0,+10 to 30 days
5988,6828-HMKWP,12,0,+10 to 30 days
535,5348-CAGXB,12,0,+10 to 30 days
847,2316-ESMLS,12,0,+10 to 30 days
1434,1571-SAVHK,12,1,+10 to 30 days
4173,7858-GTZSP,12,0,+10 to 30 days
3191,7636-OWBPG,12,0,+10 to 30 days
1425,7077-XJMET,12,0,+10 to 30 days
1262,6625-UTXEW,12,0,+10 to 30 days
21,1680-VDCWW,12,0,+10 to 30 days
5771,1539-LNKHM,12,0,+10 to 30 days
3610,2612-RANWT,12,1,+10 to 30 days
1201,6789-HJBWG,12,0,+10 to 30 days
4137,7777-UNYHB,12,0,+10 to 30 days
2903,0953-LGOVU,12,0,+10 to 30 days
5505,4776-XSKYQ,12,0,+10 to 30 days
2768,1429-UYJSV,12,0,+10 to 30 days
6625,3398-FSHON,12,1,+10 to 30 days
7021,1699-HPSBG,12,1,+10 to 30 days
3333,4573-JKNAE,12,0,+10 to 30 days
3795,1508-DFXCU,12,0,+10 to 30 days
3271,3902-FOIGH,12,1,+10 to 30 days
294,1563-IWQEX,12,0,+10 to 30 days
3229,5519-NPHVG,12,1,+10 to 30 days
2934,0208-BPQEJ,12,0,+10 to 30 days
1901,5777-ZPQNC,12,0,+10 to 30 days
6028,1871-MOWRM,12,1,+10 to 30 days
1015,3863-IUBJR,12,1,+10 to 30 days
3883,8104-OSKWT,12,0,+10 to 30 days
5171,3566-VVORZ,12,0,+10 to 30 days
2849,6838-HVLXG,12,0,+10 to 30 days
595,0719-SYFRB,12,1,+10 to 30 days
2992,4177-JPDFU,12,0,+10 to 30 days
5944,5995-OIGLP,12,1,+10 to 30 days
4546,5520-FVEWJ,12,1,+10 to 30 days
3750,4415-WNGVR,12,0,+10 to 30 days
5012,9367-TCUYN,12,0,+10 to 30 days
898,4315-MURBD,12,1,+10 to 30 days
3227,7669-LCRSD,12,0,+10 to 30 days
4628,1202-KKGFU,12,0,+10 to 30 days
986,2604-XVDAM,12,0,+10 to 30 days
913,5993-BQHEA,12,0,+10 to 30 days
934,4198-VFOEA,12,0,+10 to 30 days
2294,2027-FECZV,12,1,+10 to 30 days
1985,8901-HJXTF,12,1,+10 to 30 days
2939,8802-UNOJF,12,1,+10 to 30 days
580,1218-VKFPE,12,1,+10 to 30 days
5182,3823-KYNQY,12,0,+10 to 30 days
433,2957-LOLHO,12,1,+10 to 30 days
5250,3338-CVVEH,12,0,+10 to 30 days
3833,9169-BSVIN,12,0,+10 to 30 days
3782,8800-JOOCF,12,0,+10 to 30 days
921,8942-DBMHZ,12,0,+10 to 30 days
6741,2180-DXNEG,12,1,+10 to 30 days
224,5961-VUSRV,12,0,+10 to 30 days
6752,9928-BZVLZ,12,0,+10 to 30 days
2024,8272-ONJLV,12,0,+10 to 30 days
6734,8182-PNAGI,12,1,+10 to 30 days
6031,0282-NVSJS,12,0,+10 to 30 days
6318,0547-HURJB,12,0,+10 to 30 days
6044,1689-YQBYY,12,0,+10 to 30 days
2944,5311-IHLEI,12,0,+10 to 30 days
4829,1600-DILPE,12,0,+10 to 30 days
5032,5429-LWCMV,12,0,+10 to 30 days
2399,7176-WIONM,12,0,+10 to 30 days
5248,3239-TPHPZ,12,0,+10 to 30 days
4464,3018-TFTSU,12,1,+10 to 30 days
1124,8791-GFXLZ,12,0,+10 to 30 days
5968,9033-EOXWV,12,1,+10 to 30 days
1687,8332-OSJDW,12,0,+10 to 30 days
6955,5392-AKEMH,12,0,+10 to 30 days
1050,1271-SJBGZ,12,1,+10 to 30 days
4986,2694-CIUMO,12,0,+10 to 30 days
4499,6178-KFNHS,12,1,+10 to 30 days
4733,1319-YLZJG,12,0,+10 to 30 days
1755,1803-BGNBD,12,0,+10 to 30 days
519,7531-GQHME,12,0,+10 to 30 days
7020,9837-FWLCH,12,0,+10 to 30 days
2265,1583-IHQZE,12,1,+10 to 30 days
5893,3549-ZTMNH,12,0,+10 to 30 days
1790,3096-IZETN,12,1,+10 to 30 days
2831,2454-RPBRZ,12,1,+10 to 30 days
499,7783-YKGDV,12,1,+10 to 30 days
1814,5442-PPTJY,12,0,+10 to 30 days
2866,7517-LDMPS,12,0,+10 to 30 days
5423,5228-EXCET,13,1,+10 to 30 days
7027,0550-DCXLH,13,0,+10 to 30 days
5935,2931-FSOHN,13,0,+10 to 30 days
6204,3058-WQDRE,13,0,+10 to 30 days
3225,4931-TRZWN,13,0,+10 to 30 days
2771,6366-XIVKZ,13,0,+10 to 30 days
2565,7996-BPXHY,13,0,+10 to 30 days
2765,9506-UXUSK,13,0,+10 to 30 days
6193,5716-LIBJC,13,0,+10 to 30 days
6047,0708-LGSMF,13,0,+10 to 30 days
2290,7470-MCQTK,13,1,+10 to 30 days
3277,4323-ELYYB,13,0,+10 to 30 days
6260,0458-HEUZG,13,0,+10 to 30 days
2660,5639-NTUPK,13,0,+10 to 30 days
3360,0689-NKYLF,13,1,+10 to 30 days
2708,8510-AWCXC,13,1,+10 to 30 days
44,4080-IIARD,13,0,+10 to 30 days
6998,0928-XUTSN,13,0,+10 to 30 days
5271,6507-DTJZV,13,0,+10 to 30 days
2778,6599-GZWCM,13,0,+10 to 30 days
3143,5924-IFQTT,13,0,+10 to 30 days
5333,3143-JQEGI,13,1,+10 to 30 days
2492,9206-GVPEQ,13,1,+10 to 30 days
6021,3752-CQSJI,13,0,+10 to 30 days
6026,4770-QAZXN,13,0,+10 to 30 days
2543,0952-KMEEH,13,1,+10 to 30 days
2826,3638-DIMPH,13,0,+10 to 30 days
2605,1790-NESIO,13,0,+10 to 30 days
5304,6078-VESFR,13,0,+10 to 30 days
6341,9330-IJWIO,13,1,+10 to 30 days
130,2876-GZYZC,13,0,+10 to 30 days
3288,1843-TLSGD,13,0,+10 to 30 days
3115,4822-NGOCH,13,1,+10 to 30 days
4358,6253-WRFHY,13,0,+10 to 30 days
6599,0023-XUOPT,13,1,+10 to 30 days
5728,3374-LXDEV,13,1,+10 to 30 days
544,2817-NTQDO,13,1,+10 to 30 days
4255,2157-MXBJS,13,1,+10 to 30 days
2896,9522-ZSINC,13,0,+10 to 30 days
1360,3793-MMFUH,13,1,+10 to 30 days
6125,0871-URUWO,13,1,+10 to 30 days
5883,6131-JLWZM,13,0,+10 to 30 days
6480,0939-EREMR,13,0,+10 to 30 days
2014,4418-LZMSV,13,0,+10 to 30 days
203,7018-WBJNK,13,0,+10 to 30 days
4371,3372-CDXFJ,13,0,+10 to 30 days
1237,2788-CJQAQ,13,0,+10 to 30 days
6842,5546-QUERU,13,0,+10 to 30 days
5556,5364-EVNIB,13,1,+10 to 30 days
6677,1442-BQPVU,13,0,+10 to 30 days
4957,4486-EFAEB,13,0,+10 to 30 days
1175,1346-UFHAX,13,0,+10 to 30 days
1149,8844-TONUD,13,1,+10 to 30 days
1472,9283-LZQOH,13,1,+10 to 30 days
1140,9553-DLCLU,13,0,+10 to 30 days
5456,8718-PTMEZ,13,1,+10 to 30 days
469,4640-UHDOS,13,1,+10 to 30 days
261,3606-TWKGI,13,1,+10 to 30 days
244,4522-AKYLR,13,0,+10 to 30 days
6868,1195-OIYEJ,13,1,+10 to 30 days
5842,2971-SGAFL,13,0,+10 to 30 days
1771,7156-MHUGY,13,1,+10 to 30 days
6506,5889-LFOLL,13,1,+10 to 30 days
6958,3078-ZKNTS,13,0,+10 to 30 days
5799,8066-POXGX,13,1,+10 to 30 days
3889,2592-HODOV,13,0,+10 to 30 days
4860,7321-ZNSLA,13,0,+10 to 30 days
1607,4154-AQUGT,13,1,+10 to 30 days
6953,1564-NTYXF,13,1,+10 to 30 days
5129,0620-DLSLK,13,0,+10 to 30 days
4132,6834-NXDCA,13,1,+10 to 30 days
6072,3387-PLKUI,13,0,+10 to 30 days
4145,8474-UMLNT,13,0,+10 to 30 days
1937,0854-UYHZD,13,0,+10 to 30 days
1501,5014-GSOUQ,13,0,+10 to 30 days
1482,9290-SHCMB,13,0,+10 to 30 days
5750,2398-YPMUR,13,1,+10 to 30 days
5559,6339-DKLMK,13,0,+10 to 30 days
6483,3644-QXEHN,13,0,+10 to 30 days
6780,3640-JQGJG,13,0,+10 to 30 days
10,9763-GRSKD,13,0,+10 to 30 days
994,7277-KAMWT,13,0,+10 to 30 days
2167,9061-TIHDA,13,1,+10 to 30 days
5628,6821-BUXUX,13,1,+10 to 30 days
941,0811-GSDTP,13,0,+10 to 30 days
927,9625-QSTYE,13,1,+10 to 30 days
4694,0594-UFTUL,13,0,+10 to 30 days
4629,6112-KTHFQ,13,0,+10 to 30 days
5608,9705-ZJBCG,13,0,+10 to 30 days
4644,5701-ZIKJE,13,0,+10 to 30 days
6378,0637-UBJRP,13,1,+10 to 30 days
1085,4441-NIHPT,13,1,+10 to 30 days
160,8992-VONJD,13,0,+10 to 30 days
843,6549-NNDYT,13,0,+10 to 30 days
2165,5039-LZRQT,13,0,+10 to 30 days
6727,0749-IRGQE,13,0,+10 to 30 days
3686,5899-MQZZL,13,1,+10 to 30 days
4672,8082-GHXOP,13,0,+10 to 30 days
6838,2025-JKFWI,13,1,+10 to 30 days
1037,4581-LNWUM,13,0,+10 to 30 days
184,1918-ZBFQJ,13,1,+10 to 30 days
6714,7315-WYOAW,13,0,+10 to 30 days
6798,7562-UXTPG,13,0,+10 to 30 days
5931,0011-IGKFF,13,1,+10 to 30 days
4973,7852-LECYP,13,0,+10 to 30 days
5592,5063-IUOKK,13,0,+10 to 30 days
188,0956-SYCWG,13,0,+10 to 30 days
3607,9987-LUTYD,13,0,+10 to 30 days
4526,4860-IJUDE,13,0,+10 to 30 days
827,9146-JRIOX,14,0,+10 to 30 days
2364,4559-UWIHT,14,0,+10 to 30 days
6562,3621-CEOVK,14,1,+10 to 30 days
767,7817-OMJNA,14,0,+10 to 30 days
2435,9481-SFCQY,14,0,+10 to 30 days
5417,9715-SBVSU,14,0,+10 to 30 days
4077,0916-QOFDP,14,0,+10 to 30 days
2448,9221-OTIVJ,14,1,+10 to 30 days
713,5433-KYGHE,14,0,+10 to 30 days
5793,3873-NFTGI,14,0,+10 to 30 days
4073,7683-CBDKJ,14,1,+10 to 30 days
4068,3423-HHXAO,14,0,+10 to 30 days
6861,6692-UDPJC,14,1,+10 to 30 days
1751,9436-ZBZCT,14,1,+10 to 30 days
4061,1629-DQQVB,14,0,+10 to 30 days
3140,7901-HXJVA,14,0,+10 to 30 days
4045,3677-TNKIO,14,1,+10 to 30 days
1667,4403-BWPAY,14,0,+10 to 30 days
3990,6986-IXNDM,14,0,+10 to 30 days
2871,7508-MYBOG,14,1,+10 to 30 days
278,8645-KWHJO,14,0,+10 to 30 days
4019,6615-NGGZJ,14,1,+10 to 30 days
6800,1113-IUJYX,14,1,+10 to 30 days
3161,1345-ZUKID,14,0,+10 to 30 days
2612,8198-RKSZG,14,0,+10 to 30 days
1533,8519-QJGJD,14,1,+10 to 30 days
6708,2272-QAGFO,14,1,+10 to 30 days
1131,8257-RZAHR,14,1,+10 to 30 days
1139,3082-WQRVY,14,0,+10 to 30 days
6119,0080-EMYVY,14,0,+10 to 30 days
3275,1245-HARPS,14,0,+10 to 30 days
1174,6994-ORCWG,14,0,+10 to 30 days
4425,3059-NGMXB,14,0,+10 to 30 days
1194,8967-SZQAS,14,0,+10 to 30 days
1064,3800-LYTRK,14,0,+10 to 30 days
5019,3320-VEOYC,14,0,+10 to 30 days
1042,7296-PIXQY,14,0,+10 to 30 days
1040,1236-WFCDV,14,1,+10 to 30 days
4321,5599-HVLTW,14,0,+10 to 30 days
1346,2845-HSJCY,14,1,+10 to 30 days
5984,9185-TQCVP,14,1,+10 to 30 days
2214,8337-MSSXB,14,1,+10 to 30 days
4293,2114-MGINA,14,1,+10 to 30 days
2658,7473-ZBDSN,14,0,+10 to 30 days
1399,3131-NWVFJ,14,0,+10 to 30 days
2966,8648-PFRMP,14,0,+10 to 30 days
6603,2257-BOVXD,14,0,+10 to 30 days
4217,8107-KNCIM,14,0,+10 to 30 days
2485,9921-ZVRHG,14,1,+10 to 30 days
6766,9845-QOMAD,14,0,+10 to 30 days
4981,8008-HAWED,14,1,+10 to 30 days
3006,9685-WKZGT,14,1,+10 to 30 days
6128,3317-VLGQT,14,0,+10 to 30 days
1512,9314-IJWSQ,14,0,+10 to 30 days
5543,6646-JPPHA,14,0,+10 to 30 days
1532,4881-GQJTW,14,0,+10 to 30 days
5636,0601-WZHJF,14,1,+10 to 30 days
6594,8317-BVKSO,14,0,+10 to 30 days
3166,9097-ZUBYC,14,0,+10 to 30 days
201,8544-GOQSH,14,0,+10 to 30 days
1984,4373-MAVJG,14,1,+10 to 30 days
