,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Period
4528,e672ba3e-6e47-11ec-ac64-acde48001122,Male,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,35.88818838987437,960.0462572759423,7,M12
5424,ef20511e-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,2,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,32.000377388757464,83.02590572918476,2,M12
5286,ef1b57e0-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,2,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,One year,No,Credit card (automatic),86.1283948366579,173.31792097886466,5,M12
3882,ea5f1534-6e47-11ec-ac64-acde48001122,Female,No,No,No,7,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),41.333938303988376,582.9513889928921,2,M12
3189,effb992c-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No,Two year,No,Electronic check,28.680022662793593,28.680022662793593,4,M12
1810,f02f1f4a-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),52.22425859556019,52.22425859556019,3,M12
1066,ef3db9fc-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,2,Yes,No,No,Yes,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,64.84780432680387,95.51046459258268,6,M12
4282,ee5b9892-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,3,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),115.46792880070468,323.97607501087,5,M12
2747,ef1a4918-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,2,No,No,No,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,78.22713112082911,125.81990013706813,3,M12
2290,f045ae72-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),30.578165512612863,30.578165512612863,6,M12
5715,e8aa189c-6e47-11ec-ac64-acde48001122,Male,No,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),20.88775111171763,652.1430354209323,3,M12
6646,ee220b72-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,No,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,101.1619869593015,205.55958101500823,6,M12
2111,f0422fc2-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.09381935760204,109.09381935760204,2,M12
3828,ee33e75c-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,74.60836674848974,227.4862414240419,3,M12
2163,f03ee6d2-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,1,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,One year,No,Mailed check,23.39304125366743,23.39304125366743,6,M12
5957,ee561fa2-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.92618021437691,214.690782562062,8,M12
5309,ef0a0d3c-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,2,Yes,Yes,No,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),47.03156455094029,130.3415821287894,4,M12
1153,ec384c0e-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,5,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,70.23662936261675,373.37601433480575,8,M12
531,ed0546fa-6e47-11ec-ac64-acde48001122,Male,No,No,No,4,Yes,No,No,No internet service,No,Yes,No,No,No internet service,One year,No,Electronic check,97.4741962214935,372.7106620565193,9,M12
283,eb41a5f2-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,6,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,52.13544549384225,385.608914401596,6,M12
3320,f003ce58-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,1,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.92684470065294,74.92684470065294,4,M12
4048,e943b1e6-6e47-11ec-ac64-acde48001122,Male,No,No,No,8,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),105.80549057435434,678.8709904181919,4,M12
1331,ed34cbd2-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,4,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),35.42241632336888,280.2606508111144,4,M12
1372,ed4f84c2-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,4,Yes,No phone service,No,No,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,110.30520113333695,337.38615679839245,5,M12
4826,eb3322e8-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,6,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,57.57782377728614,425.43212326891984,5,M12
1204,ec46e836-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,5,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.83384340158412,306.20222439929194,4,M12
1546,ef037f4e-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Electronic check,23.765089444574606,139.25402264787496,3,M12
4122,ef254e58-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,2,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Mailed check,30.424887373977363,147.05612881650887,3,M12
6477,ee284262-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),45.64813353273192,122.01151608023017,5,M12
3821,ef3ba4d2-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),60.59006263936654,80.9126247901033,6,M12
5375,ef3b548c-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,81.11526564078113,116.63213729849078,4,M12
2141,f03ea7c6-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,60.80094059395093,60.80094059395093,4,M12
4292,ef08c788-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,2,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,One year,Yes,Mailed check,76.67341415284426,150.94059273522512,3,M12
3798,ef2cec26-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),78.28119415997449,181.66127220278986,7,M12
4610,ea9ca58e-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,7,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),96.32435494333657,403.91694657917566,6,M12
4996,ef1faeda-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No,DSL,No,No,No internet service,No,No,No,One year,No,Mailed check,49.26253462259997,164.08909847550314,4,M12
4064,ec34babc-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,5,No,Yes,DSL,No internet service,No internet service,No,No,No,No,Two year,Yes,Electronic check,35.02458981312287,389.22460028899917,4,M12
4482,ee3d24c0-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,3,Yes,Yes,No,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,58.01070490633316,238.67483713137983,3,M12
3231,f007c616-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,No,Credit card (automatic),29.924910506764995,29.924910506764995,3,M12
3727,ee26114a-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,43.7546028938872,157.0233263428032,4,M12
4714,ee2147a0-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),18.4658516423679,133.96727890765047,5,M12
1202,ef406134-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,Yes,2,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),34.295373098493926,74.2520639537053,4,M12
226,ef361ad0-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),56.24664277410056,98.32992231928333,3,M12
5816,e686ed10-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),46.48171873913839,821.7939440844651,5,M12
2381,f03279e2-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,Yes,1,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,113.30108475147193,113.30108475147193,5,M12
6033,ef2e5520-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,Yes,Mailed check,71.64203990307655,162.61365093776587,7,M12
2837,efe7c866-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,1,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.59025768079248,105.59025768079248,1,M12
1592,ee0b65fc-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,3,Yes,Yes,DSL,Yes,No internet service,No,No,No,No internet service,Two year,No,Electronic check,115.61194410837953,284.5131657003357,3,M12
5676,ef467362-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),35.813307762045554,147.37861279033635,5,M12
2374,f032eb16-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,28.03791890013363,28.03791890013363,6,M12
2448,f039f154-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.020724895761916,25.020724895761916,3,M12
3417,ec572b9c-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,76.62978319621601,311.4811816958705,6,M12
4107,ec34fb44-6e47-11ec-ac64-acde48001122,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,47.83429817066002,319.0505014849251,4,M12
6131,ec5df2f6-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,5,Yes,No,No,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),29.562070631569224,393.8371789903511,8,M12
2433,f03ca7dc-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,1,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),77.19955604999586,77.19955604999586,4,M12
33,ef15b9ca-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,63.91741668849028,120.12805606287367,6,M12
4722,ee66eee0-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No,Two year,Yes,Electronic check,104.26507560404976,199.7939732353709,1,M12
1026,ec28a402-6e47-11ec-ac64-acde48001122,Female,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,One year,Yes,Mailed check,86.12845201536392,423.55799408001064,6,M12
3741,ef59dd1c-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.568735738592736,133.64124333848403,5,M12
3357,e7c409a6-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,116.76073961708974,785.7673641761552,4,M12
2009,f021f590-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),88.01395813586768,88.01395813586768,5,M12
2956,f00dad74-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.5421942401293,95.5421942401293,5,M12
1740,f022adf0-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),73.09354041875451,73.09354041875451,5,M12
4907,eb7f03ac-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.1606229780507,376.59537398018307,5,M12
4263,ed2cd3c8-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,61.94417500416449,315.67187410141133,2,M12
5002,ef170500-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),112.51424590812978,179.18661074307659,8,M12
183,ed45a290-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,No,4,Yes,No,No,Yes,No internet service,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),80.33016095297418,295.8794002583704,7,M12
4222,ea4161c4-6e47-11ec-ac64-acde48001122,Female,No,No,No,7,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),106.03173235993081,463.74354349994985,4,M12
6129,ee5c4a58-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,3,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,105.88283464204027,199.99150892056983,4,M12
6407,ed3e08e6-6e47-11ec-ac64-acde48001122,Male,No,No,No,4,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.80848045340836,264.3557440664404,4,M12
2525,eff094a0-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,64.31402003960176,64.31402003960176,7,M12
5608,ea455bbc-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,7,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,24.494783244387385,344.638340549695,5,M12
4730,ed2a09c2-6e47-11ec-ac64-acde48001122,Female,No,No,No,4,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,73.59805185901854,308.64157445353305,6,M12
5041,ed248c0e-6e47-11ec-ac64-acde48001122,Female,Yes,No,Yes,4,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,One year,No,Electronic check,117.87803213198646,361.1918982001738,6,M12
964,ee300e98-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,60.72908147118626,208.21438334594626,5,M12
5673,ef42eba2-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,66.82137418411936,181.89241926829004,2,M12
6114,ef55308c-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.64757504785692,165.82296101931018,6,M12
4891,ed2f29de-6e47-11ec-ac64-acde48001122,Male,No,No,No,4,Yes,Yes,No,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,98.65942818437185,240.0669240473394,3,M12
6320,ef3e8c56-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),47.699553649230126,80.64297874657757,6,M12
4669,ef5a2c22-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,No,2,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,Yes,One year,No,Mailed check,23.956402343686747,110.88606686656317,1,M12
3276,f0069610-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,No phone service,No,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,39.46316892374199,39.46316892374199,4,M12
2478,f039aff0-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,21.474475100556834,21.474475100556834,1,M12
4447,ec1e3f26-6e47-11ec-ac64-acde48001122,Female,No,No,No,5,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,42.953971368491224,312.733722380654,3,M12
4699,ef14adfa-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,2,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,117.79248089479717,165.1796089525336,3,M12
5900,ee6d8340-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),106.30062527829958,175.50265725305783,5,M12
1229,ecf84e6e-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,4,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.2634882768474,261.9448157358909,4,M12
774,ec5fc612-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,87.19169209895816,342.53178211521913,4,M12
2369,f02ffcc6-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,1,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),61.896098356987196,61.896098356987196,3,M12
1532,ee3ceb40-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,65.7855093008213,256.79052317722466,5,M12
2424,f039e114-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Mailed check,44.760601257595106,44.760601257595106,6,M12
5248,ef45bf1c-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,75.26560987330609,158.55842624077883,3,M12
4112,eb1cec30-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,6,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.05600437471668,409.5644359001644,6,M12
1867,f02b8150-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),23.223072667171003,23.223072667171003,6,M12
5475,ec5f7568-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,5,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.387663371962535,410.44620444550753,3,M12
4559,ee35be7e-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,118.21070272763167,298.302367231918,5,M12
2338,f0353010-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),88.86182343769894,88.86182343769894,4,M12
1506,5743-KHMNA,Male,No,No,No,83,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),107.67664588896238,2698.4095274488395,2,M12
4061,ef410468-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.24288108417896,112.98392354651554,3,M12
2149,f03e2a94-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.86187249346754,105.86187249346754,5,M12
2204,f047d2a6-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,Yes,1,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,95.94551693934194,95.94551693934194,3,M12
4589,ec379656-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,116.47703895737344,425.2808612498218,3,M12
5388,ea8551cc-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),37.51600320340637,392.02452170793833,4,M12
5115,ed52ebc6-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,4,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,115.46878847897405,326.6439678490742,3,M12
5365,eb5b513c-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,6,Yes,Yes,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.60363972424297,335.15712342920835,4,M12
4518,ee19bd1e-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,3,Yes,No,No,Yes,No,No,No,No internet service,No,One year,Yes,Mailed check,20.275873817193016,138.6050665020664,6,M12
615,ed1b01de-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,4,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,111.98856858901415,268.4729790119684,2,M12
5197,ef203102-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,No,Yes,DSL,No,No,Yes,No,No internet service,No internet service,One year,No,Electronic check,108.33619782266835,207.51073271757247,3,M12
4829,ef42390a-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.69847329892937,172.98309565614284,6,M12
6475,ec0965ce-6e47-11ec-ac64-acde48001122,Female,No,No,No,5,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),105.44328442000491,396.6000443425281,5,M12
1930,f015d4e0-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,1,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.84568211642757,82.84568211642757,6,M12
4522,ee296552-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,3,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.20875272574018,187.22392692143853,4,M12
1433,ee61147a-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,26.31649339233483,170.6125414256466,5,M12
1495,e78999e2-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,10,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,53.214712340675774,660.6228906080438,4,M12
182,ec5c87cc-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,5,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.76284203277812,331.7954670778821,2,M12
4388,ed1e8cdc-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,4,Yes,No,No,No,No internet service,Yes,No internet service,No,No,Two year,No,Electronic check,86.5446149808494,321.93419462208533,3,M12
2714,ecfa6758-6e47-11ec-ac64-acde48001122,Male,No,No,No,4,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,One year,Yes,Electronic check,64.97815285051034,329.90275441494475,10,M12
6556,e98b404c-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,8,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.86007076311277,513.3202273368037,5,M12
340,ec191604-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,5,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),43.758115536819666,392.23628292318654,2,M12
2901,efe6a616-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,No,No,No,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),103.8002586121849,103.8002586121849,2,M12
4169,ef194c48-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),87.39667044500727,124.72672181619052,5,M12
826,ee1774dc-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,Yes,No,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,72.81562158582395,202.1959227398975,4,M12
917,ef1c44c0-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,No phone service,No,No,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),66.35017469370737,104.5361201994806,4,M12
2754,ee6d0f1e-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.0518213358429,217.91127198035463,3,M12
43,ef40a16c-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,No,2,Yes,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,88.94236678653144,162.6047617107109,2,M12
3793,e8853c98-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,9,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,39.20729606556908,565.1121296998958,3,M12
5581,ee4f1f0e-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,3,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.993297435127516,208.08614003913723,5,M12
