,customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure_bins,monthly_charges_bins
2155,0524-IAVZO,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,"(28.8, 36.0]","(78.55, 88.6]"
2156,2737-YNGYW,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1,"(-0.073, 7.2]","(78.55, 88.6]"
2157,1784-EZDKJ,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0,"(50.4, 57.6]","(98.65, 108.7]"
2158,9297-FVVDH,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0,"(50.4, 57.6]","(78.55, 88.6]"
2159,8007-YYPWD,Female,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
2160,7101-HRBLJ,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
2161,5159-YFPKQ,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
2162,6635-CPNUN,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),0,"(21.6, 28.8]","(88.6, 98.65]"
2163,4021-RQSNY,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1,"(28.8, 36.0]","(88.6, 98.65]"
2164,5453-YBTWV,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(98.65, 108.7]"
2165,5039-LZRQT,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
2166,2931-VUVJN,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,0,"(57.6, 64.8]","(88.6, 98.65]"
2167,9061-TIHDA,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,1,"(7.2, 14.4]","(88.6, 98.65]"
2168,8699-ASUFO,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,"(-0.073, 7.2]","(68.5, 78.55]"
2169,6418-PIQSP,Female,No,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0,"(57.6, 64.8]","(78.55, 88.6]"
2170,8220-OCUFY,Female,No,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,0,"(14.4, 21.6]","(58.45, 68.5]"
2171,3995-WFCSM,Female,No,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,0,"(-0.073, 7.2]","(58.45, 68.5]"
2172,1895-QTKDO,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0,"(-0.073, 7.2]","(38.35, 48.4]"
2173,2038-OEQZH,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,0,"(-0.073, 7.2]","(78.55, 88.6]"
2174,1178-PZGAB,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
2175,7927-AUXBZ,Female,No,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,1,"(28.8, 36.0]","(78.55, 88.6]"
2176,2626-VEEWG,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
2177,2878-RMWXY,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(98.65, 108.7]"
2178,1657-DYMBM,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(50.4, 57.6]","(18.148999999999997, 28.3]"
2179,7311-MQJCH,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
2180,7375-WMVMT,Male,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(88.6, 98.65]"
2181,1136-XGEQU,Female,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0,"(43.2, 50.4]","(78.55, 88.6]"
2182,2530-FMFXO,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0,"(50.4, 57.6]","(98.65, 108.7]"
2183,6844-DZKRF,Male,No,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0,"(-0.073, 7.2]","(48.4, 58.45]"
2184,4695-WJZUE,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,1,"(-0.073, 7.2]","(78.55, 88.6]"
2185,7619-ODSGN,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,1,"(21.6, 28.8]","(48.4, 58.45]"
2186,5970-GHJAW,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(43.2, 50.4]","(18.148999999999997, 28.3]"
2187,8879-XUAHX,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0,"(64.8, 72.0]","(108.7, 118.75]"
2188,3689-MOZGR,Female,No,No,No,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,0,"(28.8, 36.0]","(28.3, 38.35]"
2189,4195-PNGZS,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
2190,5003-XZWWO,Male,No,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
2191,3988-RQIXO,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,1,"(-0.073, 7.2]","(88.6, 98.65]"
2192,7622-FWGEW,Male,Yes,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(50.4, 57.6]","(78.55, 88.6]"
2193,6922-NCEDI,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0,"(50.4, 57.6]","(18.148999999999997, 28.3]"
2194,2514-GINMM,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(78.55, 88.6]"
2195,9891-NQDBD,Female,No,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(21.6, 28.8]","(18.148999999999997, 28.3]"
2196,6131-IUNXN,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
2197,8548-AWOFC,Male,No,Yes,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,0,"(64.8, 72.0]","(58.45, 68.5]"
2198,9798-DRYDS,Female,No,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,0,"(14.4, 21.6]","(58.45, 68.5]"
2199,8532-UEFWH,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(50.4, 57.6]","(18.148999999999997, 28.3]"
2200,6296-DDOOR,Female,No,No,No,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,0,"(14.4, 21.6]","(48.4, 58.45]"
2201,7951-VRDVK,Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),0,"(28.8, 36.0]","(78.55, 88.6]"
2202,5931-FLJJF,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,1,"(-0.073, 7.2]","(68.5, 78.55]"
2203,4815-YOSUK,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(98.65, 108.7]"
2204,2659-VXMWZ,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1,"(64.8, 72.0]","(108.7, 118.75]"
2205,0380-NEAVX,Male,Yes,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,"(28.8, 36.0]","(98.65, 108.7]"
2206,3207-OYBWH,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1,"(50.4, 57.6]","(88.6, 98.65]"
2207,4285-GYRQC,Female,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(78.55, 88.6]"
2208,7216-EWTRS,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1,"(-0.073, 7.2]","(98.65, 108.7]"
2209,4365-MSDYN,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
2210,7036-TYDEC,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0,"(64.8, 72.0]","(98.65, 108.7]"
2211,5802-ADBRC,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,0,"(43.2, 50.4]","(98.65, 108.7]"
2212,8076-FEZKJ,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
2213,5197-YPYBZ,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
2214,8337-MSSXB,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,1,"(7.2, 14.4]","(78.55, 88.6]"
2215,4312-GVYNH,Female,No,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(48.4, 58.45]"
2216,8495-LJDFO,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0,"(57.6, 64.8]","(108.7, 118.75]"
2217,0839-JTCUD,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(88.6, 98.65]"
2218,5494-WOZRZ,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
2219,1302-UHBDD,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0,"(14.4, 21.6]","(88.6, 98.65]"
2220,2234-EOFPT,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
2221,8619-IJNDK,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(58.45, 68.5]"
2222,8378-LKJAF,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(36.0, 43.2]","(98.65, 108.7]"
2223,8182-BJDSI,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,"(21.6, 28.8]","(88.6, 98.65]"
2224,2528-HFYZX,Male,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,1,"(14.4, 21.6]","(68.5, 78.55]"
2225,1153-GNOLC,Male,No,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,0,"(28.8, 36.0]","(38.35, 48.4]"
2226,3298-QEICA,Female,No,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,0,"(21.6, 28.8]","(28.3, 38.35]"
2227,0788-DXBFY,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,0,"(57.6, 64.8]","(18.148999999999997, 28.3]"
2228,3597-YASZG,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(98.65, 108.7]"
2229,3496-LFSZU,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0,"(-0.073, 7.2]","(68.5, 78.55]"
2230,5242-UOWHD,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(43.2, 50.4]","(18.148999999999997, 28.3]"
2231,2482-CZGBB,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,1,"(7.2, 14.4]","(68.5, 78.55]"
2232,6479-SZPLM,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
2233,8097-VBQTZ,Male,No,No,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,0,"(50.4, 57.6]","(68.5, 78.55]"
2234,4500-HKANN,Male,No,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,0,"(21.6, 28.8]","(58.45, 68.5]"
2235,9917-KWRBE,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),0,"(36.0, 43.2]","(68.5, 78.55]"
2236,3420-ZDBMA,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,"(-0.073, 7.2]","(68.5, 78.55]"
2237,2212-LYASK,Male,No,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),0,"(21.6, 28.8]","(38.35, 48.4]"
2238,1393-IMKZG,Female,No,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(-0.073, 7.2]","(88.6, 98.65]"
2239,8069-RHUXK,Female,No,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(28.3, 38.35]"
2240,3398-GCPMU,Female,Yes,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(88.6, 98.65]"
2241,2908-WGAXL,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0,"(50.4, 57.6]","(18.148999999999997, 28.3]"
2242,3378-AJRAO,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0,"(43.2, 50.4]","(18.148999999999997, 28.3]"
2243,1013-QCWAM,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(64.8, 72.0]","(98.65, 108.7]"
2244,0866-QLSIR,Female,No,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,1,"(28.8, 36.0]","(58.45, 68.5]"
2245,6050-FFXES,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(98.65, 108.7]"
2246,7181-BQYBV,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1,"(-0.073, 7.2]","(98.65, 108.7]"
2247,0362-RAOQO,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(36.0, 43.2]","(18.148999999999997, 28.3]"
2248,9554-DFKIC,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,"(28.8, 36.0]","(48.4, 58.45]"
2249,5527-ACHSO,Female,No,No,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,0,"(7.2, 14.4]","(68.5, 78.55]"
2250,0829-DDVLK,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
2251,1399-UBQIU,Male,No,No,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(7.2, 14.4]","(68.5, 78.55]"
2252,1813-JLKWR,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,"(57.6, 64.8]","(18.148999999999997, 28.3]"
2253,0336-PIKEI,Male,Yes,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(68.5, 78.55]"
2254,7322-OCWHC,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(88.6, 98.65]"
2255,9537-VHDTA,Female,No,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(48.4, 58.45]"
2256,4957-TIALW,Female,No,No,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),0,"(14.4, 21.6]","(58.45, 68.5]"
2257,2054-PJOCK,Female,No,No,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),0,"(57.6, 64.8]","(78.55, 88.6]"
2258,9150-HEPMB,Male,No,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,0,"(50.4, 57.6]","(48.4, 58.45]"
2259,9030-QGZNL,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
2260,6204-IEUXJ,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),1,"(-0.073, 7.2]","(78.55, 88.6]"
2261,3126-WQMGH,Female,No,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0,"(43.2, 50.4]","(48.4, 58.45]"
2262,4529-CKBCL,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(78.55, 88.6]"
2263,2506-CLAKW,Female,No,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1,"(-0.073, 7.2]","(88.6, 98.65]"
2264,7176-WRTNX,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
2265,1583-IHQZE,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,1,"(7.2, 14.4]","(108.7, 118.75]"
2266,5732-IKGQH,Male,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0,"(50.4, 57.6]","(98.65, 108.7]"
2267,9239-GZHZE,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
2268,7205-BAIAD,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0,"(36.0, 43.2]","(18.148999999999997, 28.3]"
2269,0151-ONTOV,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,1,"(-0.073, 7.2]","(68.5, 78.55]"
2270,4140-MUHUG,Female,Yes,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(78.55, 88.6]"
2271,0093-EXYQL,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,0,"(36.0, 43.2]","(88.6, 98.65]"
2272,8064-RAVOH,Male,No,No,Yes,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,0,"(-0.073, 7.2]","(48.4, 58.45]"
2273,0219-QAERP,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
2274,0320-JDNQG,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(21.6, 28.8]","(98.65, 108.7]"
2275,7180-PISOG,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
2276,9168-INPSZ,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,0,"(43.2, 50.4]","(98.65, 108.7]"
2277,3571-RFHAR,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(64.8, 72.0]","(108.7, 118.75]"
2278,0015-UOCOJ,Female,Yes,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,"(-0.073, 7.2]","(38.35, 48.4]"
2279,5334-AFQJB,Male,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
2280,2754-SDJRD,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0,"(7.2, 14.4]","(98.65, 108.7]"
2281,9578-VRMNM,Female,No,No,No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),1,"(14.4, 21.6]","(58.45, 68.5]"
2282,1587-FKLZB,Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1,"(64.8, 72.0]","(98.65, 108.7]"
2283,6140-QNRQQ,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,"(-0.073, 7.2]","(68.5, 78.55]"
2284,8963-JLGJT,Male,No,No,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,0,"(-0.073, 7.2]","(48.4, 58.45]"
2285,4307-KTUMW,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,1,"(50.4, 57.6]","(88.6, 98.65]"
2286,1465-LNTLJ,Male,Yes,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0,"(7.2, 14.4]","(58.45, 68.5]"
2287,5440-FLBQG,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1,"(64.8, 72.0]","(98.65, 108.7]"
2288,2135-DQWAQ,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,0,"(-0.073, 7.2]","(78.55, 88.6]"
2289,4056-QHXHZ,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0,"(64.8, 72.0]","(98.65, 108.7]"
2290,7470-MCQTK,Female,No,Yes,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1,"(7.2, 14.4]","(48.4, 58.45]"
2291,7488-MXJIV,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,1,"(-0.073, 7.2]","(78.55, 88.6]"
2292,7401-JIXNM,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,"(50.4, 57.6]","(88.6, 98.65]"
2293,9339-FIIJL,Male,No,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
2294,2027-FECZV,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(7.2, 14.4]","(98.65, 108.7]"
2295,2672-DZUOY,Male,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
